@relation german-weka.filters.unsupervised.instance.Randomize-S9-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N3-F1

@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute f13 numeric
@attribute f14 numeric
@attribute f15 numeric
@attribute f16 numeric
@attribute f17 numeric
@attribute f18 numeric
@attribute f19 numeric
@attribute f20 numeric
@attribute class {p,m}

@data
0.262096,0.28993,0.310805,-0.029689,0.317763,-0.162129,-0.266735,-0.201791,-0.223362,-0.070511,0.243541,-0.079093,-0.255138,0.106926,-0.405902,0.238902,0.034096,-0.099272,0.280652,-0.045461,m
-0.118962,0.195419,-0.370622,-0.033175,0.02063,0.311011,-0.082418,0.237924,0.11637,-0.07879,-0.198529,0.158357,-0.035248,-0.248031,0.03473,-0.182719,0.038099,0.60388,0.313603,-0.050798,p
0.232338,-0.254955,-0.103421,0.004318,-0.148039,0.376265,-0.40505,0.188749,0.092318,-0.062505,0.21589,-0.070113,0.008204,0.094786,0.027552,-0.144954,0.345423,0.479069,0.248787,-0.040299,p
0.075887,0.058044,-0.113604,-0.028909,-0.030264,-0.157872,0.302644,0.005443,-0.537531,-0.068659,0.237146,0.352331,0.307161,0.104118,0.456224,-0.159227,0.0332,-0.096665,-0.185877,-0.044267,p
0.297937,-0.216466,0.353306,-0.046932,-0.175335,-0.184299,-0.303211,0.242041,-0.253906,-0.080153,0.276845,0.161097,-0.012656,0.121548,0.035331,0.271571,0.442951,-0.112847,-0.216993,-0.051678,p
-0.124274,-0.244758,-0.387172,-0.027887,-0.213351,-0.189254,-0.086098,0.248548,0.121567,-0.082308,0.284287,-0.349267,-0.297825,-0.259107,0.03628,-0.190878,-0.373634,-0.115881,-0.222827,-0.053067,p
0.303208,0.268325,0.359556,-0.041054,0.378339,-0.18756,0.136846,0.006467,0.120478,-0.081571,-0.205537,0.163947,-0.01288,0.123698,0.035956,0.276375,0.450787,-0.114843,0.324674,-0.052592,p
0.330766,0.075227,0.392236,-0.044785,0.262564,0.351256,-0.093083,0.268711,0.131428,-0.088985,-0.224218,-0.3776,-0.219828,0.134941,0.039224,0.301495,0.043029,-0.125281,-0.240903,-0.057372,p
0.100851,-0.221512,-0.150977,-0.03842,-0.108355,-0.209807,-0.095448,-0.528268,-0.289047,-0.091246,-0.229917,0.183393,0.27584,0.13837,0.04022,-0.211607,-0.41421,-0.128465,-0.247025,-0.05883,p
-0.205005,0.287007,-0.082494,-0.020993,0.267327,-0.114639,0.083642,-0.142683,0.073638,0.636336,0.172204,-0.055925,0.136287,0.075606,0.331288,-0.115623,0.024109,0.382129,-0.134975,-0.032145,p
-0.255004,-0.150555,-0.102614,-0.036313,-0.099554,-0.142598,-0.064873,0.187275,-0.196455,0.791533,0.214204,-0.069565,-0.117302,0.094046,0.027336,-0.143822,0.029989,-0.087313,0.246844,-0.039985,p
-0.115794,0.315343,-0.592846,-0.025984,0.04768,-0.17634,-0.080223,0.231588,-0.242941,-0.076692,-0.421299,0.15414,0.14304,0.116299,0.033805,-0.177854,0.037084,-0.107974,0.305252,-0.049446,m
-0.284845,0.058564,-0.114621,-0.023471,-0.1169,-0.159285,-0.448915,0.20919,0.102316,-0.069274,-0.174553,0.139232,-0.111203,-0.218077,0.030535,-0.160652,0.382831,0.53095,-0.187542,-0.044664,m
0.27772,0.307212,0.329332,-0.043747,0.398147,-0.171793,-0.078155,0.225617,-0.236676,-0.074714,-0.18826,-0.317043,-0.227829,-0.235202,0.032933,0.253143,0.036128,-0.10519,0.297382,-0.048171,m
0.039527,-0.145875,0.157639,-0.02094,-0.082231,-0.082231,-0.03741,-0.207048,0.052821,-0.035763,-0.19646,-0.151757,0.397626,0.054232,0.015764,0.324689,-0.342335,0.274103,-0.096818,0.599969,p
0.371449,0.08448,-0.165344,-0.042076,-0.050951,0.186053,0.440479,0.007922,0.147593,-0.09993,0.345151,-0.112092,0.502935,0.151538,0.044048,-0.231744,0.048321,-0.14069,-0.270533,-0.064428,p
-0.157203,-0.16782,-0.172273,-0.018494,-0.077745,-0.022776,-0.108912,0.008254,-0.329818,-0.104117,-0.262348,-0.441813,-0.317489,0.157888,0.045894,-0.241456,-0.472637,-0.146586,-0.28187,-0.067128,p
-0.08638,0.376384,-0.094661,-0.019384,-0.016015,-0.012515,-0.059845,0.17276,0.084498,0.730186,0.197602,-0.064174,-0.240886,0.086757,-0.329336,-0.132676,0.027664,-0.080546,-0.154882,-0.036886,m
-0.086083,0.23443,-0.268188,-0.014816,0.047824,0.343206,-0.215676,0.00452,-0.180605,-0.057013,-0.143659,0.292569,-0.107838,-0.44448,0.025131,-0.132219,-0.545754,-0.080269,-0.154349,-0.036759,p
-0.120421,0.327943,0.110189,-0.046699,0.385661,-0.183386,-0.083429,-0.228248,-0.252647,-0.079756,-0.200963,-0.089463,0.425014,0.120945,-0.45912,-0.18496,0.038566,-0.112288,-0.215918,-0.051421,p
-0.07373,-0.065377,0.215247,-0.028592,-0.119349,-0.112282,-0.316445,-0.13975,0.072124,-0.048832,0.022488,0.098146,0.457801,0.074051,0.324476,0.443344,-0.467439,-0.06875,0.194364,-0.031484,p
-0.228346,0.228346,-0.091886,-0.023383,0.022652,-0.127691,-0.058091,-0.321511,0.082022,0.708786,-0.139931,-0.062293,0.023383,0.084214,0.024479,-0.128787,0.026854,0.425637,-0.150343,-0.035805,p
0.29874,0.024058,-0.132979,-0.047058,-0.186118,0.4838,0.13483,0.242693,-0.25459,-0.080369,0.27759,-0.090151,-0.245073,0.121875,-0.462651,-0.186382,0.038863,-0.113151,-0.217578,-0.051817,p
-0.264118,-0.103534,-0.496543,-0.03761,-0.173684,-0.147695,0.283135,0.193969,0.094871,-0.064234,0.029581,0.129101,-0.04733,0.097407,-0.369766,0.217634,0.03106,0.492317,-0.173896,-0.041414,m
0.248843,0.111429,0.295088,-0.028187,0.097995,0.264258,-0.253247,0.202157,0.098876,-0.066945,-0.168684,-0.284077,-0.068707,-0.210745,0.029509,0.226821,-0.303896,0.5131,0.26646,-0.043162,p
-0.322417,-0.319838,0.345631,-0.026567,-0.268251,0.145991,0.345631,0.236783,0.115812,-0.078412,0.270831,0.157598,0.374004,0.118908,0.034563,0.265672,0.037916,-0.110396,-0.21228,-0.050555,p
-0.118933,0.518227,0.347212,-0.026689,0.135257,-0.18112,-0.297981,0.237866,0.116342,-0.078771,-0.198481,-0.088358,-0.240198,0.119451,0.034721,0.266887,-0.357577,-0.110901,-0.21325,-0.050786,m
-0.123998,-0.132373,-0.386313,-0.048087,-0.192076,-0.017965,-0.085907,-0.23503,0.502477,-0.082125,-0.206934,-0.092121,-0.250428,0.124539,-0.472761,-0.190455,0.039712,-0.115624,-0.222333,-0.052949,m
-0.08438,-0.211408,-0.092468,-0.018935,-0.0614,-0.1285,-0.211408,-0.323547,-0.177032,0.713274,-0.307002,-0.237145,0.152766,0.084747,0.024634,-0.129603,0.027024,-0.078681,-0.151295,-0.036031,p
0.194416,0.387111,0.230546,-0.026324,0.507545,-0.011441,-0.054712,-0.149683,-0.165683,-0.052303,0.180652,0.105122,-0.17377,-0.407757,-0.301086,0.177211,-0.237428,-0.073637,-0.141597,-0.033722,m
-0.243244,0.050011,-0.097881,-0.020043,-0.061103,-0.136022,0.260757,0.178638,0.087373,-0.059157,0.204325,-0.251028,0.486488,-0.46119,-0.340541,-0.13719,-0.268541,-0.083287,-0.160152,-0.038141,p
0.210905,-0.231436,-0.093881,-0.033222,-0.171897,-0.130463,-0.367684,-0.32849,-0.179736,-0.056739,0.195974,-0.240768,0.30236,0.086042,0.02501,-0.131582,-0.543128,-0.079883,0.225837,-0.036582,p
-0.322752,-0.190553,-0.129875,-0.039505,0.010483,-0.180483,0.34599,0.006223,0.115933,-0.078493,0.271112,0.402795,-0.012394,0.119031,0.521568,-0.182032,0.037956,-0.11051,0.312424,-0.050608,m
-0.197161,0.040536,-0.079338,-0.024133,-0.019401,-0.110252,-0.050158,0.003801,0.07082,0.611988,0.165615,0.246057,0.380127,-0.373817,0.021136,-0.111199,0.023186,0.367508,0.190852,-0.030915,p
-0.225851,0.406532,-0.090883,-0.032161,0.287283,-0.126296,0.242113,0.165865,0.081126,-0.054927,0.189715,0.281862,0.102446,-0.428214,0.364976,-0.12738,0.303544,-0.077331,-0.1487,-0.035413,m
0.252704,-0.053895,-0.112487,-0.023034,-0.225868,-0.156319,-0.440555,0.00539,-0.215357,0.400301,0.234813,-0.288485,-0.266122,0.103094,-0.391356,-0.15766,0.032874,-0.095714,-0.184049,-0.043832,m
-0.070279,-0.151122,-0.218951,-0.023426,0.100748,-0.107026,0.205171,-0.133208,-0.147448,-0.046546,0.160769,0.238856,0.517522,-0.362878,0.309288,-0.107945,0.25723,0.356753,0.185267,-0.03001,m
0.278789,0.186024,-0.124098,-0.025412,-0.122618,0.45149,0.330599,0.226485,0.110775,-0.075002,0.259052,0.150743,0.48603,0.113736,0.03306,-0.173935,0.036267,-0.105594,0.298526,-0.048356,p
0.363002,0.401551,-0.161584,-0.033088,-0.110507,0.181822,0.430463,0.294899,0.144237,-0.097657,0.337303,0.196278,0.097657,0.148092,0.043046,-0.226475,0.047222,-0.137491,-0.264381,-0.062963,p
-0.281583,-0.054289,-0.529377,-0.028834,-0.012547,-0.157461,-0.259057,-0.396469,-0.216932,-0.068481,0.23653,-0.076816,-0.188999,0.103848,-0.394217,-0.158813,0.033114,-0.096414,-0.185395,-0.044152,m
0.212105,-0.138525,-0.094415,-0.005443,-0.124823,-0.131204,0.251522,0.172311,0.084279,-0.057062,0.197088,-0.064007,0.18958,-0.444856,0.025152,0.518061,0.027592,0.437348,0.227121,-0.03679,p
0.354208,-0.075544,0.420035,-0.047959,0.064259,-0.219108,0.159864,0.007554,0.140743,-0.095291,-0.523476,0.191523,-0.235408,0.144505,0.042003,0.322863,0.046078,-0.13416,-0.257977,-0.061438,p
-0.287866,0.059185,-0.115837,-0.029477,-0.020427,-0.160975,-0.073233,-0.200355,-0.548096,-0.070009,-0.176404,-0.297077,-0.232596,0.106165,-0.403012,-0.162356,-0.317804,-0.098565,-0.189531,-0.045137,p
0.228866,0.052052,-0.101876,-0.036051,0.034836,-0.141573,0.271398,0.185928,-0.195042,0.362539,0.212663,0.315956,0.471909,0.093369,0.409123,-0.142788,0.029773,-0.086685,0.245068,-0.039697,p
-0.31018,-0.307698,0.332513,-0.04417,-0.229037,0.297773,0.126553,0.00598,-0.238962,-0.075436,0.260551,-0.320105,0.075436,0.114394,0.033251,0.255588,-0.342438,-0.106206,0.300254,-0.048636,p
0.422994,-0.183422,-0.188289,-0.029572,-0.266524,0.211871,0.190909,0.343636,0.168075,-0.113797,0.052406,-0.127647,0.014936,0.172567,0.05016,0.385561,0.055027,-0.160214,0.452941,-0.073369,p
0.098469,0.075317,-0.14741,-0.030185,0.19518,-0.204851,0.149462,0.269031,0.131585,-0.089091,-0.224486,0.179061,-0.271669,-0.694558,0.03927,-0.206609,0.04308,-0.125431,-0.24119,-0.05744,p
0.339054,-0.147024,0.402065,-0.030905,-0.192631,-0.209734,-0.095415,0.275444,-0.288946,-0.091215,-0.229837,0.183329,0.196532,0.138322,0.040206,-0.211534,-0.414067,-0.128421,-0.24694,-0.058809,p
0.216106,0.04915,-0.096196,-0.02926,0.407351,0.349978,-0.060816,-0.166383,-0.455162,-0.058138,0.200807,0.298342,0.208457,0.088164,0.386314,-0.134827,0.028113,-0.081853,0.231406,-0.037484,p
-0.21996,0.395928,-0.413524,-0.022524,0.239316,-0.123001,-0.055958,0.004241,0.07901,-0.053494,0.184766,0.27451,0.269231,0.081121,0.355455,0.181247,0.025867,0.410005,-0.144821,-0.03449,m
0.307864,-0.06566,0.365078,-0.048495,-0.047951,-0.19044,0.138948,-0.237028,0.122328,-0.082824,-0.208694,-0.092904,-0.108979,-0.645698,0.036508,0.28062,0.04005,-0.116607,-0.224223,-0.053399,m
0.288966,0.065721,0.342667,-0.026339,-0.076717,0.467971,0.342667,0.234753,0.114819,-0.077739,0.268508,-0.087201,0.391255,0.117888,0.034267,0.263394,0.037591,-0.109449,-0.210459,-0.050121,p
-0.084199,-0.227465,-0.09227,-0.018894,-0.163628,-0.128224,-0.058334,-0.159592,-0.176652,0.711745,0.025682,-0.236637,0.458598,0.084566,0.024581,-0.129325,0.026966,-0.078512,-0.150971,-0.035954,p
0.338011,0.002393,-0.15046,-0.038288,-0.109181,-0.209089,0.400828,0.274597,0.134307,-0.090934,-0.22913,-0.385872,0.379889,0.137897,0.040083,0.308099,0.043971,-0.128026,-0.24618,-0.058629,p
0.35831,0.396361,-0.159496,-0.056442,-0.265403,0.179472,0.424899,0.291087,0.142373,-0.096395,0.332943,-0.108127,0.012652,0.146178,0.04249,-0.223548,0.046612,-0.135714,-0.260964,-0.062149,p
0.27225,0.061919,0.10119,0.011083,-0.025057,0.440901,-0.076616,0.221173,0.108177,-0.073243,0.252976,-0.310799,-0.07517,0.111069,0.032285,0.248158,0.035417,0.561366,0.291525,-0.047222,p
0.267237,-0.293251,0.3169,-0.024359,-0.143788,-0.165308,0.120611,-0.416227,-0.227743,-0.071894,-0.181153,0.144497,-0.238858,0.109023,-0.413862,0.243588,0.034764,-0.101219,0.286156,-0.046353,p
-0.304008,0.062504,0.325896,-0.037211,-0.026996,-0.170001,0.325896,0.223263,0.1092,-0.073935,0.255366,-0.082933,0.586127,0.112118,0.03259,0.250502,0.035751,-0.104092,0.294279,-0.047668,p
0.329681,-0.070312,0.390949,-0.030051,-0.217356,0.533907,-0.092777,0.267829,0.130997,-0.088693,0.040845,-0.099488,-0.167758,0.134498,0.039095,0.300505,0.042888,-0.12487,0.353021,-0.057184,p
-0.302645,-0.300224,-0.121784,-0.024938,-0.053508,0.137038,-0.076993,-0.210641,0.10871,-0.073603,0.033896,-0.312329,0.179892,0.111615,-0.423703,-0.170692,0.035591,0.56413,-0.199261,-0.047455,p
0.09238,-0.13472,-0.138294,-0.007973,-0.280438,-0.192182,-0.31618,0.252394,-0.264766,-0.083582,0.288686,-0.093754,-0.302433,0.126747,-0.481144,-0.193832,0.040416,-0.117674,0.332676,-0.053888,p
-0.238991,-0.046077,-0.273405,-0.019693,-0.090243,-0.133644,-0.219871,0.004608,0.085845,0.342234,0.200752,0.29826,0.007629,-0.453126,0.386209,-0.134791,0.321203,-0.08183,0.231343,-0.037474,p
0.290552,-0.2111,0.344548,-0.045768,0.359976,-0.179731,-0.081766,-0.452541,0.115449,-0.078166,0.269982,-0.08768,0.078166,0.118535,0.034455,0.26484,-0.354834,-0.11005,-0.211614,-0.050397,p
0.246843,0.001748,0.091747,0.010048,-0.053519,0.12364,-0.251212,0.200533,0.098082,-0.066407,-0.167329,-0.281794,0.104635,-0.517715,0.029272,-0.154004,-0.301454,0.508977,-0.17978,-0.042815,m
0.196245,0.475851,-0.408121,-0.026571,0.378597,0.317813,-0.055227,-0.151091,0.077977,-0.052795,-0.13303,-0.059221,0.052795,0.080061,0.023272,-0.122436,-0.239662,0.404647,-0.142929,-0.034039,p
0.323489,-0.354979,-0.143996,-0.036643,0.13598,-0.200105,-0.329215,-0.503842,-0.275682,-0.087027,0.300587,-0.097619,-0.089317,0.131972,0.038361,-0.201823,0.042082,-0.122525,-0.235603,-0.05611,m
-0.100654,-0.052849,0.29385,-0.039034,-0.18552,-0.153284,0.29385,0.201309,0.098462,-0.066664,0.230255,0.133987,0.00875,-0.519719,0.029385,-0.1546,0.032236,0.510947,0.265342,-0.042981,m
-0.125667,0.34223,0.114989,-0.048734,-0.039699,-0.018207,0.36687,0.251334,0.122929,-0.08323,0.03833,0.427103,-0.133606,0.126214,0.553043,-0.193018,0.040246,-0.117179,-0.225324,-0.053662,p
-0.125972,0.002196,-0.138048,0.012625,-0.202543,-0.191839,0.367761,-0.23877,-0.264294,-0.083432,0.288171,-0.093587,0.083432,0.126521,0.036776,-0.193486,0.040344,0.639465,-0.225871,-0.053792,m
0.306123,0.338632,-0.136266,0.012462,0.398231,0.495757,0.363014,0.006529,0.121637,-0.082355,-0.207514,-0.092379,0.034676,0.124888,0.036301,0.279033,0.039823,-0.115948,-0.222955,-0.053098,p
0.284144,0.064624,0.33695,-0.013579,-0.108126,-0.175767,-0.079963,0.230836,-0.598463,-0.076442,-0.192615,-0.324377,-0.056326,0.115921,0.033695,0.258999,0.036964,-0.107623,0.304261,-0.049285,p
-0.118086,-0.189865,0.344741,-0.039362,-0.128635,-0.179831,-0.50682,0.236173,0.115514,-0.07821,-0.197068,0.157191,-0.034989,0.118601,0.034474,0.264987,0.432212,-0.110111,0.311296,-0.050425,p
-0.300269,0.300269,-0.343507,-0.030748,-0.04468,-0.16791,0.321888,0.220517,0.107856,-0.073025,0.252226,0.146771,-0.096086,-0.569309,0.032189,-0.169352,0.035312,-0.102812,-0.197697,-0.047082,m
-0.111646,-0.240075,-0.122348,-0.025053,-0.213806,0.137672,-0.07735,0.223292,-0.234238,-0.073944,0.034053,-0.313776,0.651877,0.112132,0.032594,-0.171482,-0.335668,-0.104106,-0.200184,-0.047675,p
0.353508,-0.38792,0.131392,-0.032222,-0.259343,-0.218674,-0.099483,0.007539,-0.301264,-0.095103,-0.239634,-0.403562,-0.315967,0.144219,0.04192,-0.220551,0.045987,-0.133895,-0.257466,-0.061316,p
-0.338954,-0.200118,0.363359,-0.034709,-0.098432,-0.189543,0.363359,0.006535,0.121752,-0.082434,0.037963,-0.092467,0.583001,0.125006,0.036336,0.279298,0.039861,-0.116058,-0.223167,-0.053148,m
-0.333507,0.002134,0.35752,-0.047491,-0.157682,-0.186497,0.35752,0.244928,0.496259,-0.081109,0.037353,0.163018,-0.130201,0.122998,0.035752,0.27481,0.03922,-0.114193,0.322835,-0.052294,p
0.255363,-0.185533,-0.11367,0.010395,-0.090394,0.271182,0.30282,-0.397733,-0.537844,-0.068699,-0.173104,-0.29152,-0.149828,0.104179,0.030282,-0.159319,0.03322,-0.096721,0.273441,-0.044293,p
-0.142094,-0.25416,0.414828,-0.055104,-0.213915,0.371488,-0.098444,0.284188,-0.298119,-0.09411,0.325052,0.189149,0.121353,0.142713,0.041483,0.318861,0.045507,-0.132497,-0.254779,-0.060676,p
0.267829,0.060913,-0.11922,-0.042189,-0.151217,-0.015762,0.317603,0.217582,0.440852,-0.072053,0.248868,-0.305752,0.113531,0.109265,-0.41478,-0.167097,-0.327083,-0.101443,-0.195065,-0.046455,p
0.271379,-0.177237,-0.1208,-0.042748,-0.223828,-0.167871,-0.07637,0.220465,-0.571577,-0.073008,-0.183961,-0.309804,0.283387,0.110713,0.032181,-0.169312,-0.331419,-0.102788,-0.19765,-0.047071,p
0.190915,-0.124686,0.226395,-0.021626,-0.100526,0.202742,0.086165,0.004072,-0.1627,-0.051361,-0.129417,-0.057612,-0.00811,0.077887,0.022639,-0.119111,0.024836,-0.072311,-0.139047,0.861651,p
-0.297885,0.061245,0.319332,-0.042419,-0.174918,-0.166577,0.319332,0.218766,0.107,-0.072446,0.250223,0.145606,0.512362,0.10986,0.031933,0.245457,-0.328865,-0.101996,-0.196127,-0.046708,m
0.108859,0.404982,-0.162965,-0.03337,0.073545,-0.226466,-0.103027,-0.281867,0.145469,-0.098492,-0.248173,-0.417941,-0.356384,0.149357,0.043414,-0.22841,0.047626,-0.138666,0.392022,-0.063501,p
-0.202292,0.364126,-0.081402,-0.024761,0.402966,-0.113122,0.082535,0.148563,0.072663,-0.049197,0.169925,0.25246,0.049197,-0.154875,0.326904,0.446661,0.02379,0.377072,0.195819,-0.031719,m
-0.418015,0.169213,-0.168209,-0.034444,0.017155,-0.233754,-0.106343,0.008059,0.150151,-0.101661,-0.25616,0.204326,-0.251144,0.154164,0.044811,-0.235761,0.561813,-0.143128,-0.275221,-0.065545,p
0.275071,0.06256,0.102239,-0.04333,-0.063291,-0.170155,0.32619,0.223465,0.109298,-0.074001,0.255597,0.148733,0.24586,0.112219,0.032619,0.250728,-0.335927,0.567182,-0.200339,-0.047711,m
-0.102092,-0.164148,-0.111879,-0.02291,-0.13679,-0.155474,-0.255786,-0.391464,0.413707,-0.067617,-0.371446,-0.286926,-0.244665,0.102537,-0.38924,-0.156808,0.032696,-0.095197,-0.183054,-0.043595,m
0.327235,-0.069791,0.121627,-0.037067,-0.150007,-0.202422,0.14769,0.265842,-0.278874,-0.088035,-0.483612,-0.373569,-0.34461,0.1335,0.038805,-0.20416,0.042569,-0.123944,-0.238331,-0.056759,m
0.328151,-0.214314,0.389135,-0.051691,-0.266296,-0.019312,0.148103,0.266586,-0.279654,-0.088281,0.040656,0.177434,0.394943,0.133874,0.038913,0.299111,0.042689,-0.124291,0.351383,-0.056918,p
0.342885,-0.223937,0.406607,-0.03884,0.006433,-0.212103,0.406607,-0.263991,0.136244,-0.092245,0.31861,-0.103472,0.17205,-0.29039,0.040661,-0.213924,0.044605,-0.129872,-0.24973,-0.059474,p
0.267543,0.295955,-0.119092,-0.024387,0.047353,0.433278,0.317263,-0.205984,-0.228003,-0.071976,0.248602,-0.305425,0.196751,0.109148,0.031726,-0.166918,-0.326734,-0.101335,0.286484,-0.046406,p
-0.094883,0.669765,-0.103979,-0.005995,0.221188,-0.144496,-0.065736,0.189767,0.092816,-0.062842,0.217054,0.322479,0.117209,0.095297,0.41757,-0.145736,0.030387,-0.088475,-0.170129,-0.040517,m
-0.387136,0.002478,0.130078,-0.008982,0.015671,-0.216486,-0.356165,-0.269447,0.139059,-0.094151,-0.517214,-0.105611,-0.259846,0.142776,0.041501,0.319,0.045527,-0.132555,-0.25489,-0.060703,m
-0.264635,0.264635,-0.106489,-0.032391,0.378958,0.387426,0.283689,0.005102,0.095057,-0.064359,0.222294,0.330265,0.213825,0.097597,0.42765,-0.149254,0.031121,-0.090611,-0.174236,-0.041495,m
-0.089471,-0.208572,-0.098048,-0.020077,-0.173485,-0.136254,0.099413,0.178943,-0.187715,0.756316,-0.149314,-0.251456,0.144831,0.089861,0.02612,-0.137423,-0.268999,-0.083429,-0.160425,-0.038206,p
0.093927,-0.346634,0.374588,-0.008107,-0.22028,-0.195401,-0.088895,-0.243203,-0.2692,-0.084981,0.293521,-0.095324,0.35502,0.12887,0.037459,-0.197078,-0.38577,-0.119645,-0.230064,-0.054791,p
-0.316094,0.190668,-0.127196,-0.032368,-0.014616,-0.17676,-0.290807,-0.220002,-0.601844,-0.076874,0.265519,-0.086231,-0.10115,0.116576,0.033885,-0.178277,-0.348968,-0.108231,-0.208117,-0.049564,m
-0.252677,0.454818,0.270869,-0.030928,0.218313,-0.141297,0.270869,0.185566,0.090761,-0.061451,0.212248,0.31534,0.185768,0.093187,0.408326,0.208206,0.029715,-0.086516,0.244591,-0.03962,m
0.396754,0.090235,0.147466,-0.05372,0.175204,-0.245425,0.179066,0.008462,0.157648,-0.106737,0.049155,0.214528,-0.016853,0.161861,0.047049,0.361643,-0.484531,-0.150275,0.424842,-0.068817,p
0.193043,-0.041171,-0.08593,-0.030409,-0.0369,0.312627,0.087126,0.156826,0.076705,-0.051934,0.023917,-0.058255,-0.0533,0.078755,0.022892,-0.120438,0.025113,-0.073117,-0.140597,0.871255,p
-0.113729,0.309721,0.332021,-0.044104,-0.039644,-0.173196,-0.284943,0.227459,-0.589708,-0.075324,0.260165,0.151391,-0.18608,0.114225,0.033202,0.25521,0.036423,-0.106048,-0.20392,-0.048564,m
0.281167,-0.121922,-0.125157,-0.019657,-0.211248,0.455341,-0.286143,0.228417,-0.239614,-0.075641,-0.41553,-0.320978,-0.251308,0.114706,0.033342,-0.175418,0.036577,-0.106495,-0.204779,-0.048769,p
-0.122163,-0.21851,-0.133874,-0.034067,-0.15969,0.319381,-0.306073,0.244326,-0.256303,-0.08091,-0.444472,-0.343335,-0.364627,0.122696,0.035664,-0.187636,0.039124,-0.113913,-0.219042,-0.052166,p
-0.125755,0.025855,-0.143864,0.910468,-0.06821,0.184106,0.13481,0.092355,0.045171,-0.030584,0.014085,0.061469,0.039437,-0.096278,0.013481,-0.070926,0.169015,-0.043059,0.121731,-0.019718,m
0.078646,0.001873,0.313646,-0.006788,-0.07888,-0.163611,-0.269174,-0.203636,-0.557074,-0.071156,-0.390888,0.143013,-0.05243,0.107904,-0.409613,-0.165016,0.034407,-0.10018,-0.192635,-0.045877,m
-0.128776,-0.137474,-0.141121,-0.028898,-0.181521,0.513422,-0.322642,0.257553,0.125971,-0.08529,-0.468533,-0.09567,-0.308614,0.129337,0.037595,-0.197794,0.041242,-0.120079,-0.2309,-0.054989,p
0.441465,-0.191432,-0.196511,-0.059774,0.191822,-0.273083,-0.124235,0.009415,0.175414,-0.118766,-0.299259,0.238704,-0.19065,0.180102,0.052351,-0.275427,0.05743,-0.16721,0.472719,-0.076573,p
0.367711,-0.240151,0.436047,-0.009437,-0.296447,-0.22746,-0.10348,0.298725,0.146108,-0.098924,-0.249263,0.198825,-0.101527,0.150013,0.043605,0.335171,0.047835,-0.139275,-0.267811,-0.06378,p
0.271818,-0.298278,-0.120995,-0.006976,-0.147696,-0.168142,-0.276629,-0.423363,-0.231647,-0.073126,-0.184259,0.375253,0.432985,0.110892,0.032233,-0.169586,0.03536,-0.102954,-0.19797,-0.047147,p
-0.226387,0.046545,-0.425608,-0.023182,0.05379,-0.126596,0.242687,0.004365,0.081318,-0.055057,0.190165,0.282531,-0.199221,-0.42923,-0.316942,0.186543,0.026623,0.421986,-0.149053,-0.035498,m
0.265132,0.0603,-0.118019,-0.041764,0.342559,-0.164006,-0.074612,-0.412948,0.105349,-0.071327,0.246361,-0.080009,0.153682,0.108164,0.03144,-0.165414,-0.323789,0.546687,-0.1931,-0.045987,p
0.254117,-0.054197,-0.113116,-0.028785,-0.102546,-0.157193,-0.071513,0.206442,0.100972,-0.068364,0.236127,0.350817,0.227131,-0.532972,0.454263,0.231629,0.033058,-0.09625,-0.185078,-0.044077,p
-0.112056,0.112056,-0.045091,0.811283,0.399815,-0.062662,-0.1766,-0.077991,-0.213354,0.160464,0.01255,0.054773,0.058717,0.041326,0.012012,-0.063199,0.150603,-0.038368,-0.073777,-0.01757,p
0.220496,0.439041,-0.09815,0.008976,0.108687,-0.136395,-0.384405,0.004703,0.087613,-0.059319,-0.149469,0.119224,-0.043709,-0.462456,-0.341476,-0.137566,0.327817,-0.083515,0.236106,-0.038245,m
-0.091048,0.247952,-0.099776,-0.030349,0.430444,-0.138655,-0.228116,-0.349116,0.368952,-0.060302,0.208279,0.121199,-0.131514,0.091445,-0.347132,-0.139845,0.333247,-0.084899,0.240017,-0.038879,m
0.296301,0.067389,0.351366,-0.046674,-0.184336,0.314656,0.351366,0.240712,-0.252511,-0.079713,0.275324,-0.338255,0.033563,0.12088,0.035137,0.27008,0.038545,-0.112227,0.317278,-0.051394,p
-0.294951,0.060642,-0.118688,-0.042001,-0.197027,0.431808,0.316187,0.216612,-0.22723,-0.071732,-0.180746,0.144172,-0.135677,-0.559227,0.031619,-0.166352,0.034686,-0.100991,-0.194196,-0.046248,m
-0.116341,-0.099588,0.124717,0.842307,-0.069525,-0.065058,0.124717,0.002243,0.04179,-0.028294,0.097726,0.145193,0.126579,-0.220582,0.188007,0.095865,0.156362,0.216859,0.112618,-0.018242,p
-0.403781,-0.400551,-0.162482,-0.057498,-0.236777,-0.021481,0.432854,0.007785,0.145038,-0.0982,-0.247437,-0.110152,0.211581,0.148915,0.043285,-0.227733,0.047485,-0.138255,0.39086,-0.063313,p
0.275319,-0.17981,-0.122553,-0.025095,-0.085763,0.44587,-0.077479,0.223666,0.109397,-0.074068,0.255827,0.380086,0.031187,0.11232,0.492162,-0.17177,0.035816,-0.10428,0.29481,-0.047754,p
