@relation segment1-weka.filters.unsupervised.instance.Randomize-S29-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N3-F1

@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute f13 numeric
@attribute f14 numeric
@attribute f15 numeric
@attribute f16 numeric
@attribute f17 numeric
@attribute f18 numeric
@attribute Class {m,p}

@data
0.679835,0.424996,0,0,0.017105,0.000303,0.029819,0.000772,0.927956,0.909235,0.965412,0.904903,0.408585,0.530598,0.36812,0.965381,0.144132,0.123333,m
0.533608,0.245814,0,0,0.034219,0.000312,0.038512,0.001587,0.181508,0.178285,0.225328,0.137952,0.753725,0.384706,0.252377,0.225323,0.421279,0.218077,m
0.130454,0.341668,0,0,0.019007,0.000276,0.008702,0.000284,0.103263,0.076174,0.155373,0.074052,0.613802,0.405885,0.360544,0.155373,0.559178,0.158071,p
0.229245,0.316663,0,0.500005,0.382123,0.085585,0.295652,0.050517,0.119285,0.089155,0.155373,0.109892,0.58768,0.33294,0.504754,0.155373,0.652055,0.105121,m
0.225295,0.474983,0,0,0.074145,0.001121,0.023603,0.000653,0.129345,0.081055,0.20326,0.097444,0.458961,0.516465,0.339653,0.203249,0.638447,0.134696,m
0.407105,0.237479,0,0,0.034219,0.000583,0.019882,0.000598,0.737398,0.693668,0.827694,0.682771,0.296651,0.738825,0.146104,0.827701,0.239155,0.14676,m
0.90908,0.008335,0,0,0.043722,0.000579,0.02236,0.000764,0.827248,0.77715,0.89987,0.797357,0.223888,0.675308,0.322588,0.899869,0.215091,0.116225,m
0.940713,0.341668,0,0,0.117868,0.013607,0.023603,0.000624,0.100442,0.072137,0.151709,0.073262,0.606352,0.401181,0.375715,0.151675,0.577009,0.152234,p
0.837942,0.312496,0,0,0.028511,0.000185,0.008702,0.000238,0.119524,0.096438,0.163479,0.095097,0.636189,0.370594,0.394693,0.163481,0.463493,0.154543,p
0.395254,0.458312,0.333329,0,0.022812,0.00085,0.03354,0.000641,0.02374,0.0081,0.039781,0.021836,0.718287,0.214113,0.563563,0.039768,0.843516,0.088154,m
0.960466,0.833321,0,0,0.057031,0.001343,0.044728,0.001667,0.095013,0.078602,0.085418,0.12081,0.690298,0.108237,0.762813,0.114126,0.374817,0.920848,p
0.205542,0.516658,0,0,0.019007,0.000208,0.007459,0.000064,0.005163,0,0.013991,0.000791,0.796631,0.175298,0.546498,0.013996,0.888904,0.152234,m
0.794458,0.820819,0,0,0.058934,0.001406,0.040999,0.002206,0.134242,0.113456,0.117092,0.172262,0.647392,0.081173,0.850109,0.162741,0.368858,0.913428,p
0.067216,0.245814,0,0.500005,0.323189,0.005947,0.222365,0.005014,0.146644,0.118311,0.176749,0.141855,0.591415,0.3106,0.537009,0.176737,0.415845,0.088985,m
0.960466,0.283323,0,0,0.019007,0.000118,0.023603,0.000335,0.623543,0.536464,0.764373,0.557293,0.03359,0.954119,0.066423,0.764351,0.362169,0.134748,m
0.54941,0.258317,0,0,0.058934,0.000832,0.017396,0.000725,0.32275,0.333061,0.338757,0.295393,0.802233,0.284717,0.364332,0.338738,0.176164,0.228766,p
0.146256,0.787478,0,0,0.117868,0.002143,0.077025,0.00087,0.390137,0.357387,0.465397,0.341386,0.483215,0.584706,0.204932,0.465381,0.309817,0.161833,m
0.474322,0.39999,0,0,0.053226,0.000882,0.294409,0.004034,0.376431,0.360607,0.427117,0.337483,0.604485,0.463537,0.277037,0.427092,0.252671,0.1747,p
0.561262,0.054154,0,0,0.043722,0.000913,0.019882,0.000823,0.889738,0.85818,0.938901,0.866716,0.332089,0.57766,0.370014,0.938897,0.169406,0.116666,m
0.806309,0.745826,0,0,0.043722,0.001004,0.036026,0.00081,0.344946,0.326596,0.402077,0.301643,0.597016,0.487058,0.246676,0.40206,0.290799,0.177372,m
0.667984,0.533329,0,0,0.036121,0.000511,0.016152,0.000208,0.029169,0.013773,0.056714,0.014821,0.718287,0.270583,0.4725,0.056693,0.786187,0.153894,p
0.913031,0.47915,0,0.500005,0.081746,0.011984,0.027332,0.004543,0.010566,0.003245,0.023568,0.003903,0.779846,0.196477,0.529414,0.023554,0.965822,0.157293,m
0.225295,0.34998,0,0,0.074145,0.001646,0.043485,0.000496,0.030979,0.008918,0.059657,0.021836,0.671646,0.276469,0.510436,0.059652,0.874932,0.11926,m
0.581014,0.658332,0.333329,0,0.036121,0.000782,0.040999,0.001884,0.136584,0.110211,0.123727,0.175374,0.6082,0.102352,0.85579,0.165671,0.396119,0.925336,p
0.964417,0.412493,0,0,0.167298,0.003473,0.039756,0.001307,0.237797,0.212322,0.294562,0.201877,0.582098,0.459994,0.305504,0.294561,0.353539,0.163778,p
0.130454,0.008335,0,0,0.007601,0.000172,0.034783,0.000395,0.490579,0.442454,0.583961,0.437248,0.345159,0.695306,0.166995,0.583945,0.311438,0.149276,p
0.035583,0.883332,0.333329,0,0.051323,0.001076,0.079503,0.00213,0.104807,0.100501,0.085418,0.129381,0.770529,0.063537,0.753324,0.122234,0.330662,0.831863,p
0.984169,0.687481,0,0.500005,0.055129,0.001072,0.077025,0.001226,0.374115,0.343614,0.448464,0.324244,0.503734,0.576479,0.197337,0.448455,0.318128,0.166528,m
0.106722,0.804148,0,0,0.068437,0.001777,0.072052,0.001506,0.389605,0.36306,0.458762,0.341386,0.526121,0.5553,0.208739,0.458753,0.296849,0.169019,m
0.371551,0.358315,0,0,0.02091,0.000538,0.017396,0.000331,0.136584,0.111846,0.184105,0.109892,0.619403,0.391773,0.377609,0.184104,0.447489,0.154932,p
0.679835,0.866662,0,0,0.095055,0.003527,0.063359,0.004768,0.03899,0.029999,0.028732,0.058466,0.759326,0.091763,0.719175,0.055214,0.561256,0.871738,p
0.865596,0.870829,0.333329,0,0.077941,0.00114,0.050936,0.002995,0.044925,0.041345,0.035367,0.058466,0.794784,0.096467,0.675518,0.055214,0.427352,0.844186,p
0.09487,0.529161,0.333329,0,0.043722,0.001153,0.016152,0.000356,0.036142,0.014591,0.061878,0.029616,0.673513,0.263537,0.529414,0.061842,0.790023,0.107015,m
0.035583,0.420828,0,0,0.011406,0.000425,0.01118,0.000132,0.003087,0,0.008106,0.000791,0.811569,0.156481,0.561669,0.008107,0.666667,0.149795,m
0.739122,0.129147,0,0,0.026608,0.000547,0.037269,0.000912,0.759355,0.697731,0.83655,0.735779,0.166044,0.681173,0.371927,0.836519,0.241941,0.106418,m
0.122524,0.34998,0,0,0.043722,0.001049,0.049692,0.002236,0.02193,0.005673,0.049358,0.008571,0.714552,0.268242,0.480075,0.049326,0.919612,0.149795,m
0.264829,0.28749,0,0,0.039917,0.000167,0.038512,0.001234,0.774339,0.750396,0.843906,0.722514,0.421636,0.648244,0.165082,0.843887,0.198059,0.158745,m
0.359699,0.137482,0.333329,0,0.024715,0.000579,0.026089,0.000759,0.86315,0.827388,0.915332,0.841003,0.311569,0.585887,0.377609,0.915315,0.178425,0.113656,m
0.035583,0.816651,0,0,0.089347,0.001316,0.069566,0.002172,0.363283,0.335488,0.430059,0.318785,0.526121,0.537644,0.237187,0.430051,0.299292,0.16466,m
0.490124,0.187493,0,0,0.09125,0.003676,0.060872,0.001137,0.199579,0.190448,0.249647,0.15512,0.707084,0.418837,0.244782,0.249616,0.41395,0.205547,m
0.873497,0.341668,0,0,0.058934,0.000063,0.003729,0.000025,0.017033,0.007308,0.036088,0.00625,0.761193,0.227065,0.499053,0.03607,0.878402,0.162689,p
0.561262,0.054154,0,0,0.043722,0.000913,0.019882,0.000823,0.889738,0.85818,0.938901,0.866716,0.332089,0.57766,0.370014,0.938897,0.169406,0.116666,m
0.901179,0.054154,0,0,0.060836,0.001117,0.027332,0.000755,0.34287,0.30876,0.405741,0.308658,0.488797,0.514123,0.313099,0.405729,0.30863,0.143932,p
0.209493,0.333333,0,0,0.04943,0.001551,0.018639,0.000187,0.022702,0.004063,0.053022,0.008571,0.697767,0.282354,0.474393,0.053024,0.944817,0.143958,m
0.359699,0.187493,0,0,0.015202,0.000032,0.018639,0.000411,0.878373,0.845224,0.932266,0.851895,0.32462,0.597658,0.345354,0.932269,0.17605,0.120453,m
0.268779,0.237479,0,0,0.028511,0.000868,0.017396,0.000424,0.392452,0.358997,0.470561,0.341386,0.477613,0.598819,0.187867,0.470558,0.316027,0.163623,p
0.81026,0.391655,0,0,0.009504,0.000063,0.013666,0.00011,0.349843,0.333061,0.403548,0.308658,0.606352,0.471765,0.261866,0.403539,0.2771,0.176646,p
0.031633,0.337501,0,0,0.047528,0.002437,0.055908,0.000636,0.132964,0.136965,0.159815,0.100556,0.819038,0.291763,0.335865,0.159783,0.401027,0.247393,m
0.375501,0.466648,0,0,0.043722,0.000154,0.040999,0.001502,0.150769,0.107784,0.226799,0.111474,0.488797,0.531779,0.284632,0.226802,0.559543,0.150158,p
0.197641,0.187493,0,0,0.030414,0.000163,0.016152,0.000081,0.881487,0.847652,0.938901,0.851895,0.319038,0.615294,0.322588,0.938897,0.179475,0.123644,m
0.82214,0.749994,0,0.500005,0.104559,0.002324,0.127952,0.004382,0.336163,0.320105,0.388807,0.295393,0.615669,0.463537,0.265654,0.388804,0.279772,0.181186,m
0.501975,0.624991,0,0,0.019007,0.000253,0.017396,0.000119,0.049822,0.040527,0.072177,0.035075,0.753725,0.250585,0.468692,0.072168,0.540913,0.17592,p
0.652181,0.704151,0,0,0.04943,0.001596,0.163979,0.033149,0.219194,0.209077,0.250368,0.195628,0.694033,0.33294,0.396587,0.250356,0.252945,0.171769,m
0.051386,0.34998,0,0,0.045625,0.000705,0.024846,0.00045,0.015729,0.004881,0.02579,0.015586,0.753725,0.183525,0.576859,0.025772,0.874087,0.082525,m
0.150206,0.470815,0,0.500005,0.182509,0.004816,0.145348,0.003279,0.052909,0.029999,0.085418,0.040534,0.658575,0.30001,0.485776,0.085424,0.772146,0.130701,m
0.067216,0.008335,0,0,0.030414,0.000208,0.024846,0.000119,0.977777,0.979736,0.98823,0.963369,0.535457,0.412952,0.428842,0.988223,0.099064,0.126213,m
0.857695,0.695816,0.333329,0,0.028511,0.000552,0.024846,0.000395,0.415686,0.382506,0.498543,0.359318,0.472012,0.627065,0.148017,0.498521,0.318995,0.1685,m
0.102771,0.420828,0,0,0.007601,0.000348,0.002486,0.000199,0.001011,0,0.002942,0,0.826487,0.141187,0.571158,0.00293,0.222215,0.159446,m
0.051386,0.516658,0,0,0.009504,0.000063,0.006216,0.000047,0.02012,0.012163,0.039781,0.007015,0.772397,0.230588,0.481969,0.039768,0.832283,0.182276,p
0.72727,0.729156,0,0,0.074145,0.001872,0.067088,0.000976,0.336163,0.320923,0.390278,0.293072,0.62127,0.470583,0.248589,0.390283,0.290434,0.182691,m
0.592895,0.374985,0,0,0.328897,0.006593,0.01118,0.000255,0.217384,0.198549,0.261416,0.188613,0.634321,0.394115,0.358631,0.261421,0.327283,0.165491,p
0.173909,0.233336,0,0,0.022812,0.000298,0.023603,0.000467,0.451323,0.416543,0.53316,0.397505,0.449625,0.630588,0.165082,0.53314,0.298151,0.162429,p
0.347819,0.17499,0,0,0.072243,0.001732,0.063359,0.002172,0.188721,0.166122,0.25406,0.14109,0.617536,0.489421,0.222016,0.254054,0.474772,0.185804,m
0.885377,0.549999,0,0,0.015202,0.000208,0.009945,0.000119,0.037952,0.049445,0.044916,0.019489,0.901116,0.174117,0.442138,0.046396,0.601849,0.33508,m
0.067216,0.316663,0,0,0.053226,0.001981,0.042242,0.00126,0.020386,0.008918,0.037559,0.013265,0.748143,0.218817,0.525626,0.037549,0.862785,0.136772,m
0.588944,0.587483,0,0,0.003796,0.000032,0.045963,0.002579,0.009554,0.007308,0.015462,0.005459,0.815303,0.162346,0.548392,0.015446,0.537032,0.174078,p
0.01188,0.120835,0,0,0.045625,0.002731,0.024846,0.001531,0.11979,0.114274,0.154652,0.088082,0.757459,0.327054,0.341566,0.154634,0.463059,0.211643,m
0.565212,0.533329,0,0,0.188208,0.003975,0.031062,0.000433,0.450817,0.422216,0.522112,0.402173,0.492531,0.580002,0.203038,0.522103,0.275685,0.164323,p
0.628449,0.412493,0,0,0.028511,0.000696,0.009945,0.000199,0.220498,0.198549,0.260695,0.198765,0.611934,0.376479,0.409864,0.260682,0.307443,0.14388,p
0.173909,0.404158,0,0.500005,0.872619,0.012902,0.609935,0.011492,0.347261,0.304697,0.405019,0.32659,0.429105,0.490602,0.411777,0.405018,0.358973,0.114772,m
0.324115,0.179157,0,0,0.026608,0.000724,0.014909,0.000403,0.766594,0.711504,0.844627,0.735779,0.208951,0.687058,0.318781,0.844627,0.234498,0.116354,m
0.679835,0.587483,0,0,0.007601,0.000032,0.018639,0.000123,0.025044,0.019446,0.03831,0.016377,0.787315,0.201181,0.514243,0.038289,0.599749,0.175686,p
0.711468,0.629159,0,0,0.09125,0.007213,0.299382,0.00697,0.294086,0.265805,0.340228,0.272027,0.544774,0.42236,0.404182,0.340217,0.285525,0.120324,m
0.399204,0.07916,0,0,0.032316,0.000886,0.013666,0.00056,0.874248,0.839551,0.934487,0.842559,0.315303,0.627065,0.307398,0.93446,0.183562,0.125616,m
0.885377,0.329166,0,0,0.0133,0.000253,0.012423,0.000331,0.045963,0.034037,0.074369,0.027295,0.736939,0.278831,0.440225,0.074359,0.651164,0.177398,p
0.482223,0.549999,0,0,0.009504,0.000393,0.006216,0.000098,0.002821,0,0.008106,0,0.813436,0.157642,0.557881,0.008107,0.777785,0.159446,m
0.699588,0.46248,0,0,0.019007,0.000118,0.017396,0.000085,0.040773,0.053483,0.045666,0.023392,0.908585,0.164708,0.449714,0.049326,0.549612,0.352825,m
0.071167,0.379153,0,0,0.133079,0.001515,0.026089,0.00045,0.406904,0.369525,0.486745,0.357762,0.44589,0.61059,0.201144,0.486744,0.317009,0.158175,p
0.881427,0.962492,0,0,0.064632,0.000837,0.049692,0.002363,0.081839,0.063219,0.071427,0.110683,0.679095,0.101171,0.785579,0.104568,0.454543,0.911716,p
0.379452,0.687481,0,0,0.026608,0.00066,0.053422,0.000942,0.154655,0.138575,0.131083,0.194863,0.673513,0.05529,0.865279,0.184104,0.31605,0.877004,p
0.245076,0.870829,0,0,0.104559,0.015389,0.081989,0.004395,0.057061,0.04781,0.042723,0.081067,0.751857,0.076469,0.75143,0.076577,0.486712,0.86245,p
0.083019,0.508323,0,0,0,0,0,0,0,0,0,0,0.833956,0.131758,0.578753,0,0,0.511052,m
0.54941,0.258317,0,0,0.058934,0.000832,0.017396,0.000725,0.32275,0.333061,0.338757,0.295393,0.802233,0.284717,0.364332,0.338738,0.176164,0.228766,p
0.45454,0.799981,0,0,0.104559,0.001963,0.065845,0.001268,0.136052,0.112639,0.117092,0.178486,0.628739,0.072946,0.882363,0.168629,0.393858,0.900612,p
0.027682,0.629159,0.333329,0,0.055129,0.00208,0.007459,0.000098,0.058338,0.048628,0.079533,0.045202,0.748143,0.247062,0.480075,0.079536,0.484817,0.167748,p
0.09092,0.341668,0,0,0.055129,0.000778,0.045963,0.001251,0.438149,0.399525,0.525054,0.38271,0.427238,0.651767,0.153699,0.525033,0.315548,0.161262,p
0.264829,0.483318,0,0,0.036121,0.000981,0.028576,0.000598,0.114121,0.079419,0.175278,0.082623,0.557844,0.451767,0.34346,0.175257,0.601438,0.169304,m
0.557311,0.416661,0,0,0.038015,0.000457,0.012423,0.00025,0.200351,0.179103,0.237848,0.180833,0.623138,0.358823,0.426948,0.237839,0.315479,0.141286,p
0.051386,0.512491,0,0,0.0133,0.000063,0.008702,0.000047,0.036914,0.049445,0.041252,0.02028,0.908585,0.161185,0.455415,0.046396,0.587306,0.357858,m
0.241126,0.537496,0,0,0.083649,0.001017,0.031062,0.000496,0.160324,0.130475,0.213558,0.132519,0.576497,0.424702,0.36812,0.213546,0.444361,0.147227,p
0.743072,0.733324,0,0,0.04182,0.001013,0.068323,0.001727,0.338239,0.321715,0.396913,0.291516,0.611934,0.492944,0.222016,0.396911,0.305753,0.184118,m
0.474322,0.379153,0.333329,0,0.100754,0.001872,0.027332,0.000624,0.360169,0.343614,0.413126,0.319576,0.604485,0.470583,0.265654,0.413097,0.269406,0.176153,p
0.928833,0.758329,0,0,0.09125,0.0017,0.090683,0.002363,0.342364,0.316042,0.405741,0.300087,0.542907,0.516465,0.254271,0.405729,0.303151,0.164323,m
0.90908,0.15832,0,0,0.019007,0.000389,0.014909,0.000195,0.84146,0.788496,0.923439,0.804372,0.199634,0.723531,0.269461,0.923423,0.223881,0.122347,m
0.944664,0.766664,0,0,0.064632,0.001176,0.040999,0.001234,0.340555,0.31525,0.402077,0.299296,0.550375,0.507056,0.261866,0.40206,0.300365,0.164712,m
0.324115,0.429163,0,0,0.047528,0.00114,0.043485,0.000433,0.138394,0.145883,0.163479,0.104459,0.841425,0.284717,0.324482,0.163481,0.394954,0.257796,m
0.304363,0.487485,0,0,0.039917,0.000895,0.031062,0.00081,0.348033,0.311187,0.425645,0.300852,0.468277,0.585887,0.218228,0.425613,0.340228,0.158097,p
0.233196,0.504156,0,0,0.003796,0.000032,0.004972,0.000021,0.002582,0,0.007385,0,0.815303,0.1553,0.559775,0.007368,0.888904,0.159446,m
0.628449,0.412493,0,0,0.028511,0.000696,0.009945,0.000199,0.220498,0.198549,0.260695,0.198765,0.611934,0.376479,0.409864,0.260682,0.307443,0.14388,p
0.54546,0.424996,0,0,0.032316,0.000981,0.014909,0.000305,0.204476,0.18153,0.245233,0.183179,0.610067,0.375298,0.413671,0.245207,0.327397,0.141753,p
0.003951,0.745826,0,0,0.087445,0.001465,0.055908,0.002142,0.220738,0.204221,0.26583,0.188613,0.649259,0.4,0.333971,0.26583,0.329018,0.173896,m
0.201592,0.379153,0,0,0.024715,0.000511,0.018639,0.000411,0.02012,0.004881,0.041973,0.011709,0.722021,0.241177,0.516137,0.041958,0.899749,0.131375,m
0.225295,0.408326,0,0,0.030414,0.000253,0.063359,0.001213,0.029941,0.010553,0.055964,0.021045,0.690298,0.263537,0.51233,0.055954,0.864498,0.127666,m
0.375501,0.354147,0,0,0.034219,0.001524,0.018639,0.000216,0.043887,0.019446,0.078811,0.030407,0.651126,0.309419,0.478181,0.078796,0.778858,0.129015,m
0.99207,0.687481,0,0.500005,0.064632,0.001158,0.113043,0.002062,0.368952,0.337941,0.44405,0.318785,0.501867,0.578821,0.195443,0.444046,0.320411,0.166632,m
0.916981,0.470815,0.333329,0,0.072243,0.001515,0.045963,0.000356,0.285304,0.26095,0.340949,0.249426,0.574629,0.465879,0.30361,0.340928,0.3171,0.162377,p
0.158107,0.20833,0,0,0.07034,0.001587,0.034783,0.0014,0.151541,0.148311,0.19074,0.11303,0.763061,0.3553,0.290333,0.190704,0.437055,0.2194,m
0.853744,0.558334,0,0,0.019007,0.000163,0.016152,0.000047,0.036914,0.0462,0.043444,0.021045,0.886198,0.171775,0.461097,0.046396,0.564155,0.331604,m
0.035583,0.770832,0,0,0.04182,0.001054,0.02236,0.000611,0.106882,0.102928,0.075869,0.143411,0.772397,0.008227,0.840619,0.13549,0.440594,0.81142,p
0.438738,0.791646,0,0,0.096958,0.001307,0.069566,0.00129,0.148454,0.121557,0.134776,0.188613,0.600751,0.101171,0.865279,0.178187,0.381918,0.925388,p
0.438738,0.1125,0,0,0.378327,0.011165,0.024846,0.000772,0.450551,0.424644,0.51989,0.401408,0.511203,0.570594,0.19925,0.519884,0.271667,0.168785,p
0.296433,0.395823,0,0,0.06273,0.003572,0.049692,0.002685,0.02555,0.007308,0.052301,0.014821,0.699634,0.265879,0.499053,0.052284,0.903584,0.132413,m
0.667984,0.549999,0,0,0,0,0,0,0,0,0,0,0.833956,0.131758,0.578753,0,0,0.511052,p
0.260878,0.20833,0,0,0.036121,0.000511,0.018639,0.00028,0.165487,0.165329,0.20326,0.125504,0.779846,0.351777,0.27895,0.203249,0.415753,0.225523,m
0.162058,0.799981,0,0,0.032316,0.000651,0.135403,0.001778,0.38005,0.354934,0.444771,0.335161,0.539172,0.531779,0.233399,0.444757,0.289795,0.167488,m
0.134404,0.504156,0,0,0.017105,0.000077,0.004972,0.000119,0.037419,0.051873,0.040502,0.02028,0.921636,0.1553,0.451608,0.047135,0.593265,0.375344,m
0.774705,0.937487,0,0,0.083649,0.006887,0.074539,0.005485,0.112046,0.09562,0.110457,0.129381,0.684697,0.150596,0.700197,0.122973,0.29274,0.979401,p
0.881427,0.258317,0,0,0.051323,0.001289,0.052179,0.000772,0.040533,0.017018,0.070705,0.031172,0.658575,0.285877,0.508542,0.070689,0.789932,0.115602,m
0.683786,0.162487,0,0,0.034219,0.000764,0.021125,0.000687,0.749029,0.690448,0.833579,0.714734,0.190298,0.714123,0.294121,0.833589,0.247329,0.118689,m
0.308313,0.070825,0,0,0.146388,0.003794,0.018639,0.000475,0.435061,0.389789,0.524304,0.383475,0.382464,0.662356,0.182166,0.524293,0.324566,0.15104,p
0.521728,0.712486,0,0,0.085551,0.005499,0.193789,0.051391,0.20759,0.198549,0.234906,0.187057,0.705216,0.31176,0.419353,0.237839,0.256073,0.138743,m
0.747023,0.737491,0,0,0.068437,0.001578,0.050936,0.001285,0.34649,0.325778,0.409433,0.299296,0.580231,0.515304,0.218228,0.409427,0.309247,0.177891,m
0.786557,0.641661,0.333329,0,0.077941,0.004007,0.039756,0.000662,0.120828,0.09401,0.108986,0.158997,0.610067,0.103533,0.852002,0.150225,0.430822,0.925933,p
0.719369,0.074992,0,0,0.026608,0.00061,0.017396,0.00031,0.719859,0.647493,0.837271,0.664073,0.104485,0.864719,0.138528,0.837259,0.297215,0.132128,m
0.201592,0.229168,0.333329,0,0.039917,0.000258,0.040999,0.001531,0.796269,0.779578,0.853483,0.750574,0.464543,0.594115,0.208739,0.853473,0.174132,0.158694,m
0.126503,0.545831,0,0,0.064632,0.001388,0.019882,0.001018,0.026854,0.012163,0.047887,0.018724,0.723888,0.238835,0.518031,0.047847,0.813584,0.128185,m
0.280631,0.749994,0.333329,0,0.043722,0.000511,0.069566,0.003326,0.105844,0.088338,0.098687,0.130172,0.679095,0.12235,0.75143,0.122973,0.350365,0.938359,p
0.229245,0.36665,0,0,0.026608,0.000837,0.02236,0.000259,0.014185,0.000818,0.036838,0.003112,0.736939,0.24354,0.497159,0.036809,0.986119,0.150158,m
0.592895,0.491653,0,0,0.275662,0.008208,0.016152,0.000598,0.223319,0.200976,0.272465,0.192516,0.6082,0.419998,0.34346,0.272458,0.338402,0.162066,p
0.683786,0.162487,0,0,0.034219,0.000764,0.021125,0.000687,0.749029,0.690448,0.833579,0.714734,0.190298,0.714123,0.294121,0.833589,0.247329,0.118689,m
0.403155,0.895811,0,0,0.058934,0.001723,0.036026,0.001264,0.093975,0.074564,0.078811,0.128616,0.669779,0.081173,0.827323,0.121494,0.442466,0.897836,p
0.320165,0.454169,0,0,0.193915,0.047324,0.132925,0.043326,0.048544,0.024327,0.084696,0.033519,0.651126,0.316465,0.466798,0.084685,0.8229,0.134982,m
0.873497,0.762497,0,0,0.077941,0.001153,0.050936,0.001027,0.140709,0.120765,0.118563,0.183179,0.651126,0.058833,0.882363,0.173039,0.372123,0.884502,p
0.537559,0.345836,0.666671,0,0.057031,0.000805,0.081989,0.002083,0.147948,0.150738,0.181163,0.109892,0.805967,0.325894,0.294121,0.181146,0.427808,0.237898,m
0.715419,0.116668,0,0,0.188208,0.005784,0.013666,0.000636,0.066349,0.053483,0.094995,0.048339,0.723888,0.284717,0.444032,0.094982,0.576027,0.169226,p
0.679835,0.745826,0.333329,0,0.079844,0.002587,0.034783,0.00087,0.351653,0.327388,0.413126,0.309423,0.55411,0.509419,0.254271,0.413097,0.292123,0.167125,m
0.980219,0.816651,0.666671,0,0.093153,0.000936,0.019882,0.000199,0.084686,0.069709,0.068484,0.116142,0.703349,0.074127,0.804557,0.109717,0.432397,0.883308,p
0.154157,0.19166,0,0,0.039917,0.000728,0.031062,0.000577,0.86134,0.81847,0.921217,0.837865,0.263061,0.62236,0.36812,0.921204,0.192489,0.112178,m
0.628449,0.654164,0,0,0.051323,0.001158,0.014909,0.000339,0.175041,0.152348,0.15243,0.220575,0.62127,0.064698,0.903235,0.208397,0.335388,0.897551,p
0.786557,0.995832,0,0,0.077941,0.001434,0.032305,0.000742,0.064273,0.04781,0.048608,0.096653,0.699634,0.071765,0.812152,0.091313,0.563402,0.879209,p
0.99207,0.708318,0,0,0.034219,0.000638,0.045963,0.001472,0.113589,0.098865,0.092053,0.150426,0.6959,0.05529,0.842513,0.142118,0.385548,0.87057,p
0.134404,0.233336,0.333329,0,0.09125,0.001144,0.085719,0.0014,0.739474,0.671794,0.832107,0.705372,0.130606,0.750596,0.296015,0.83211,0.266438,0.115317,m
0.446639,0.458312,0,0,0.015202,0.000118,0.013666,0.000081,0.044659,0.058364,0.049358,0.026504,0.914187,0.164708,0.444032,0.053024,0.528219,0.357573,m
0.711468,0.316663,0,0,0.04182,0.000479,0.017396,0.000153,0.943977,0.932744,0.970547,0.925182,0.455226,0.482354,0.398481,0.970558,0.126575,0.122788,m
0.865596,0.454169,0,0,0.0133,0.000063,0.008702,0.000047,0.006973,0,0.019876,0,0.78358,0.195296,0.52752,0.019884,1,0.159446,m
0.142305,0.38332,0,0,0.060836,0.002143,0.065845,0.002469,0.026854,0.013773,0.041252,0.024157,0.735072,0.207067,0.557881,0.041219,0.799087,0.091709,m
0.494074,0.941654,0,0,0.032316,0.000244,0.02236,0.000352,0.040267,0.030792,0.027982,0.062369,0.755592,0.082354,0.738153,0.058912,0.553813,0.863151,p
0.403155,0.854159,0,0,0.030414,0.000656,0.048449,0.000827,0.101453,0.079419,0.090581,0.134075,0.649259,0.103533,0.812152,0.126643,0.431689,0.921963,p
0.221344,0.691648,0,0,0.032316,0.000556,0.032305,0.001239,0.136584,0.115092,0.122256,0.172262,0.64179,0.095285,0.833024,0.162741,0.358995,0.916204,p
0.54941,0.058322,0,0,0.034219,0.001479,0.024846,0.000085,0.892319,0.858997,0.943315,0.869063,0.319038,0.587069,0.36812,0.943307,0.172511,0.115784,m
0.936734,0.704151,0.333329,0,0.019007,0.000344,0.038512,0.001201,0.094746,0.081055,0.078811,0.124713,0.708951,0.07765,0.793174,0.117824,0.376256,0.882556,p
0.118573,0.320831,0.333329,0,0.030414,0.00061,0.048449,0.001434,0.036648,0.011346,0.067013,0.028851,0.647392,0.285877,0.519925,0.066991,0.851393,0.108701,m
0.735171,0.28749,0,0,0.045625,0.000714,0.029819,0.000513,0.282456,0.27554,0.315909,0.253303,0.6959,0.358823,0.352949,0.315896,0.244726,0.184922,p
0.841893,0.30416,0,0,0.007601,0.000276,0.009945,0.00025,0.11979,0.094828,0.16495,0.095862,0.623138,0.376479,0.398481,0.164931,0.477215,0.149639,p
0.442689,0.49582,0,0,0.009504,0.000253,0.007459,0.000263,0.006174,0,0.016934,0.000791,0.789182,0.184706,0.538903,0.016926,1,0.15462,m
0.379452,0.041652,0,0,0.032316,0.000615,0.029819,0.000628,0.884069,0.838734,0.947007,0.859701,0.238807,0.642358,0.360544,0.946976,0.195137,0.111866,m
0.916981,0.720821,0,0,0.017105,0.000077,0.017396,0.000568,0.08261,0.071319,0.065542,0.111474,0.729471,0.069423,0.785579,0.105308,0.405548,0.868417,p
0.075118,0.987497,0,0,0.06273,0.000841,0.037269,0.001154,0.093708,0.076992,0.080283,0.123922,0.688431,0.089421,0.795068,0.117085,0.403447,0.904192,p
0.173909,0.724989,0.333329,0,0.074145,0.003753,0.043485,0.001939,0.130117,0.106966,0.1134,0.169915,0.632454,0.082354,0.863385,0.160522,0.400868,0.907565,p
