@relation phoneme-weka.filters.unsupervised.instance.Randomize-S29-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N3-F1

@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute class {p,m}

@data
0.373497,0.788643,0.253303,0.307397,0.282621,p
0.321441,0.295224,0.469189,0.286138,0.320799,p
0.446186,0.744649,0.521689,0.480524,0.428794,p
0.341009,0.330733,0.812422,0.574177,0.66954,m
0.330323,0.434023,0.897258,0.194446,0.214426,p
0.325801,0.344431,0.462172,0.524402,0.625365,m
0.80694,0.376063,0.337391,0.380186,0.336973,p
0.332646,0.323797,0.536329,0.802929,0.320799,m
0.693818,0.371779,0.424892,0.340242,0.339434,p
0.375345,0.671224,0.243746,0.432093,0.283276,p
0.565749,0.470961,0.321723,0.385253,0.353723,p
0.313647,0.289605,0.428174,0.557045,0.81359,p
0.349731,0.436504,0.743068,0.697609,0.599814,m
0.404194,0.707441,0.248289,0.442576,0.460798,m
0.470325,0.334985,0.734526,0.706484,0.153044,m
0.338905,0.513017,0.504647,0.422291,0.29342,p
0.534993,0.627487,0.256328,0.313088,0.345839,p
0.742446,0.348455,0.395532,0.382317,0.307508,p
0.35711,0.460305,0.750179,0.553852,0.651886,m
0.406025,0.318547,0.524529,0.81436,0.180605,p
0.363171,0.371141,0.610394,0.755224,0.19162,p
0.340735,0.431341,0.78835,0.548908,0.571942,m
0.306249,0.294444,0.447258,0.715842,0.107683,p
0.589179,0.334001,0.324403,0.329146,0.29579,p
0.374146,0.639436,0.705767,0.521169,0.245798,p
0.353861,0.527754,0.617634,0.46692,0.263127,p
0.341636,0.39453,0.496763,0.510456,0.539066,m
0.42499,0.497685,0.548006,0.465246,0.478157,m
0.768528,0.414767,0.458264,0.512822,0.27998,p
0.323879,0.379232,0.765915,0.598286,0.320799,p
0.681153,0.346247,0.340773,0.3839,0.308587,p
0.357295,0.469017,0.665706,0.713156,0.196415,m
0.43572,0.578397,0.271297,0.316807,0.320799,p
0.330931,0.454377,0.620057,0.473157,0.271677,p
0.489295,0.360909,0.392912,0.378638,0.343028,p
0.507898,0.679359,0.563831,0.528836,0.275351,m
0.315566,0.318382,0.581525,0.566441,0.320799,p
0.340448,0.431766,0.854291,0.185637,0.218479,p
0.346971,0.49607,0.627904,0.442556,0.279908,p
0.571754,0.695329,0.271878,0.496976,0.267641,p
0.436953,0.657009,0.243185,0.297347,0.286877,p
0.371436,0.758705,0.277248,0.31586,0.27921,p
0.339008,0.469601,0.569034,0.283524,0.374984,p
0.353366,0.501018,0.723377,0.578856,0.601995,p
0.420227,0.835388,0.266188,0.296182,0.391699,p
0.802015,0.295773,0.64888,0.298371,0.288857,p
0.409351,0.47529,0.739444,0.535284,0.548779,m
0.412657,0.370811,0.701922,0.850221,0.320799,m
0.381899,0.428651,0.863501,0.615694,0.231306,m
0.677631,0.402731,0.430743,0.441748,0.474876,p
0.48852,0.338386,0.70233,0.503081,0.256029,m
0.345165,0.330977,0.604928,0.531742,0.320799,m
0.674437,0.321047,0.394656,0.3812,0.298685,p
0.358685,0.561475,0.499799,0.428241,0.320799,p
0.339248,0.463352,0.736441,0.194634,0.224821,p
0.745375,0.380811,0.442954,0.426507,0.496407,p
0.373769,0.473294,0.787317,0.645605,0.166916,m
0.67858,0.191162,0.445703,0.710682,0.20743,p
0.449861,0.371275,0.540815,0.680115,0.461542,m
0.333777,0.374513,0.782203,0.221771,0.143085,m
0.808647,0.476149,0.314725,0.334754,0.303561,p
0.455868,0.719164,0.511345,0.552336,0.26482,p
0.566786,0.426256,0.609229,0.52415,0.479691,m
0.572632,0.519414,0.440475,0.32839,0.351951,p
0.345711,0.723329,0.504994,0.446909,0.2447,p
0.444429,0.608269,0.471702,0.428274,0.262412,p
0.333267,0.338618,0.482903,0.722417,0.610886,p
0.548029,0.508401,0.521137,0.43793,0.400138,p
0.623913,0.401902,0.435592,0.427161,0.60843,p
0.326391,0.502135,0.623946,0.490689,0.320799,p
0.335455,0.398704,0.773145,0.151995,0.700333,m
0.492925,0.361931,0.411412,0.405883,0.298882,p
0.678935,0.459653,0.502684,0.320465,0.371357,p
0.410396,0.482065,0.292178,0.320419,0.256677,p
0.323728,0.322192,0.612638,0.68471,0.069197,p
0.377761,0.419503,0.750694,0.258194,0.255186,p
0.40724,0.753578,0.275786,0.416948,0.2894,p
0.463512,0.414342,0.525569,0.428667,0.382504,p
0.348689,0.456342,0.472436,0.444533,0.416894,p
0.307395,0.284489,0.421594,0.483971,0.320799,p
0.402577,0.750049,0.527407,0.273492,0.287016,p
0.835211,0.327237,0.408187,0.407694,0.305615,p
0.411986,0.660984,0.257548,0.313512,0.320799,p
0.456576,0.305189,0.757538,0.214936,0.40568,m
0.838568,0.304792,0.333519,0.342173,0.309461,p
0.354815,0.335769,0.519092,0.699329,0.599282,m
0.314615,0.371126,0.788231,0.164923,0.320799,p
0.359724,0.792007,0.263604,0.312566,0.286724,p
0.334685,0.319448,0.453466,0.646563,0.587248,m
0.340851,0.536838,0.563222,0.459276,0.273585,p
0.328723,0.340723,0.538738,0.662502,0.496821,m
0.318634,0.304129,0.46968,0.838727,0.112675,p
0.342311,0.387509,0.539591,0.549754,0.320799,m
0.446943,0.330588,0.625991,0.681179,0.699593,m
0.749653,0.311201,0.41093,0.379018,0.343662,p
0.344242,0.57764,0.570307,0.55432,0.214357,p
0.596913,0.488093,0.464286,0.420063,0.519961,p
0.384189,0.58646,0.824535,0.229953,0.248225,p
0.533934,0.501791,0.434618,0.418893,0.356477,p
0.793307,0.368513,0.417035,0.398746,0.383194,p
0.696921,0.395245,0.445154,0.33428,0.304632,p
0.576159,0.407241,0.462885,0.327565,0.30786,p
0.400885,0.411978,0.787092,0.655452,0.144538,m
0.350688,0.741308,0.231037,0.484028,0.577613,p
0.305394,0.29515,0.427531,0.466956,0.320799,p
0.606371,0.483749,0.466119,0.436578,0.483348,p
0.347467,0.363298,0.662247,0.724175,0.612262,p
0.578187,0.62931,0.288491,0.410071,0.361123,p
0.332145,0.387116,0.520714,0.926413,0.320799,m
0.31617,0.361676,0.730681,0.602298,0.214766,p
0.30904,0.301356,0.457844,0.758748,0.320799,m
0.339233,0.400745,0.69876,0.745722,0.320799,p
0.343735,0.422754,0.79203,0.223551,0.243322,m
0.328437,0.360485,0.574466,0.687358,0.203681,p
0.552186,0.375589,0.872126,0.244888,0.253967,m
0.773792,0.282699,0.618496,0.28749,0.394835,p
0.337422,0.383533,0.5192,0.821426,0.320799,m
0.724969,0.284339,0.398067,0.40748,0.303716,p
0.336999,0.28825,0.484419,0.863476,0.122343,p
0.332532,0.348574,0.854219,0.620405,0.618341,m
0.349732,0.709878,0.258621,0.297625,0.287438,p
0.360349,0.473038,0.871095,0.222659,0.460555,p
0.33144,0.330517,0.489997,0.712527,0.320799,m
0.768986,0.410598,0.464196,0.4827,0.41687,p
0.3413,0.537432,0.527222,0.433368,0.360973,p
0.378806,0.29423,0.434217,0.681653,0.663417,m
0.320444,0.411811,0.747807,0.21696,0.255507,p
0.444295,0.625575,0.681934,0.492027,0.276453,m
0.430786,0.336495,0.770505,0.232762,0.412363,m
0.32532,0.325435,0.889763,0.198903,0.416218,p
0.33151,0.341018,0.660447,0.502479,0.683248,m
0.341542,0.431839,0.899368,0.208712,0.513217,m
0.474854,0.384505,0.336736,0.375394,0.339855,p
0.330578,0.45681,0.87757,0.222936,0.436188,p
0.390415,0.552405,0.588998,0.437506,0.320799,p
0.426439,0.518952,0.662376,0.525026,0.475555,m
0.395658,0.763485,0.278416,0.427286,0.554978,p
0.585968,0.439401,0.592501,0.520226,0.184224,m
0.464637,0.641843,0.270005,0.308162,0.286671,p
0.258839,0.578283,0.506898,0.467106,0.320799,p
0.385091,0.371967,0.831591,0.599287,0.234103,p
0.374963,0.416851,0.670779,0.74213,0.197385,m
0.338334,0.391535,0.803621,0.220651,0.22794,m
0.527614,0.572939,0.295115,0.329522,0.301999,p
0.543092,0.331206,0.399004,0.392427,0.302725,p
0.500826,0.528543,0.260063,0.300769,0.276308,m
0.319837,0.40534,0.859361,0.189268,0.320799,p
0.449831,0.371216,0.540819,0.680012,0.461516,m
0.349134,0.509763,0.507495,0.42093,0.320799,p
0.33089,0.433483,0.89226,0.190469,0.216078,p
0.350727,0.501851,0.763151,0.217288,0.22234,p
0.643975,0.447606,0.464008,0.438226,0.2871,p
0.730827,0.369398,0.435185,0.413877,0.453904,p
0.430234,0.782443,0.242821,0.482488,0.383105,p
0.354791,0.577279,0.505898,0.431194,0.275453,p
0.439271,0.587451,0.542763,0.477654,0.479126,m
0.315852,0.339844,0.652625,0.818031,0.320799,p
0.446965,0.330588,0.626017,0.68124,0.699558,m
0.357906,0.404869,0.881033,0.217469,0.238187,p
0.322847,0.341121,0.655172,0.645235,0.320799,p
0.33432,0.555272,0.277537,0.444828,0.285523,p
0.522739,0.468398,0.319278,0.33858,0.30714,p
0.359223,0.567702,0.492782,0.439101,0.282707,p
0.327423,0.504659,0.528071,0.432103,0.3665,p
0.331054,0.3085,0.499193,0.754393,0.320799,m
0.579782,0.560753,0.303824,0.395896,0.349714,p
0.819816,0.33501,0.407468,0.432684,0.298696,p
0.328922,0.38114,0.753765,0.145423,0.137824,p
0.34617,0.44762,0.534075,0.605241,0.492803,m
0.515842,0.732119,0.281353,0.423297,0.416294,p
0.260425,0.437205,0.772018,0.189655,0.227722,p
0.562388,0.319452,0.387464,0.383752,0.275809,p
0.483676,0.518319,0.446467,0.286094,0.769362,p
0.608954,0.364213,0.393163,0.389276,0.281421,p
0.34988,0.360495,0.495628,0.662446,0.655383,m
0.347686,0.44846,0.514371,0.673318,0.137107,m
0.33956,0.337083,0.688959,0.598299,0.320799,m
0.309316,0.291667,0.465111,0.69568,0.320799,p
0.403154,0.580301,0.531218,0.304699,0.290093,p
0.355488,0.615778,0.256444,0.407608,0.358116,p
0.414454,0.644258,0.675349,0.273074,0.277672,p
0.416354,0.439941,0.719287,0.251421,0.222261,m
0.329962,0.298607,0.48681,0.751014,0.662843,m
0.465296,0.474182,0.681179,0.635691,0.188049,m
0.321559,0.364422,0.745669,0.582153,0.320799,p
0.34078,0.350154,0.701924,0.693832,0.209139,p
0.425331,0.670155,0.282886,0.413193,0.361462,p
0.328653,0.377095,0.61249,0.765381,0.136553,m
0.446017,0.570911,0.651654,0.66358,0.249621,m
0.374623,0.296233,0.735557,0.90726,0.150883,m
0.431783,0.46641,0.463308,0.396776,0.30062,p
0.36736,0.336982,0.557978,0.884765,0.130351,p
0.54978,0.372037,0.334561,0.383349,0.341225,p
0.457923,0.636088,0.601268,0.442553,0.276837,m
0.325206,0.364072,0.521582,0.650922,0.169454,p
0.318373,0.308956,0.546875,0.863027,0.140396,p
0.419212,0.727122,0.584831,0.453002,0.27607,p
0.47556,0.590313,0.25151,0.295904,0.273082,p
0.343681,0.3941,0.587031,0.589862,0.320799,m
0.426081,0.401586,0.311957,0.330941,0.320799,p
0.30942,0.341255,0.589916,0.62279,0.320799,m
0.505911,0.455937,0.316372,0.336171,0.305539,p
0.467294,0.637999,0.667759,0.272239,0.280296,m
0.389378,0.777211,0.257131,0.427414,0.432069,p
0.355688,0.514273,0.632444,0.25386,0.320799,p
0.322345,0.367311,0.541926,0.546192,0.259156,m
0.426993,0.602285,0.719528,0.26367,0.281031,m
0.330757,0.326453,0.495387,0.664561,0.320799,m
0.343276,0.426509,0.520549,0.872383,0.164973,m
0.285164,0.326021,0.626552,0.725158,0.320799,p
0.345694,0.381024,0.785224,0.707555,0.636442,m
0.354191,0.798317,0.281876,0.448483,0.524174,p
0.788931,0.389761,0.461507,0.466627,0.292598,p
0.489255,0.716843,0.539227,0.440277,0.320799,p
0.581731,0.454647,0.466817,0.4481,0.26929,p
0.517084,0.553298,0.286739,0.328267,0.295194,p
0.818366,0.295466,0.596513,0.308424,0.295337,p
0.338584,0.685583,0.510127,0.451444,0.284961,p
0.268069,0.445527,0.696006,0.238533,0.26723,p
0.489384,0.559973,0.293118,0.322165,0.293206,p
0.469646,0.376504,0.577475,0.600256,0.437912,m
0.387095,0.339822,0.752003,0.220239,0.230643,m
0.586638,0.623559,0.293822,0.487612,0.446759,p
0.332548,0.627291,0.27196,0.431774,0.274867,p
0.352314,0.324862,0.655602,0.629834,0.789385,m
0.400218,0.684828,0.24305,0.305062,0.287603,p
0.374226,0.42049,0.820787,0.605679,0.548168,m
0.349197,0.322024,0.656797,0.130898,0.805605,m
0.317176,0.409838,0.487092,0.651907,0.320799,m
0.520438,0.457762,0.769448,0.258587,0.276048,m
0.371214,0.653555,0.271957,0.303793,0.290156,p
0.324475,0.307206,0.552551,0.917157,0.109605,p
0.181693,0.543097,0.284692,0.314555,0.289698,p
0.394937,0.712447,0.533435,0.282457,0.613924,p
0.329433,0.486545,0.56038,0.435457,0.320799,p
0.309806,0.326303,0.532994,0.258019,0.320799,m
0.33909,0.494983,0.804364,0.193744,0.462237,p
0.345333,0.518689,0.295709,0.329065,0.298938,p
0.369437,0.374478,0.766626,0.685965,0.320799,m
0.522667,0.330699,0.392633,0.390303,0.267242,p
0.466584,0.666707,0.282262,0.45545,0.575629,p
0.410401,0.84784,0.251004,0.431034,0.389421,p
0.361794,0.435816,0.77401,0.202263,0.243843,p
0.336443,0.704586,0.259132,0.420979,0.362377,p
0.363708,0.374222,0.779696,0.798361,0.176423,p
0.332878,0.490161,0.773613,0.588414,0.599162,p
0.653543,0.385011,0.336316,0.381987,0.34661,p
0.278775,0.186502,0.247321,0.226839,0.606899,m
0.324227,0.340231,0.488249,0.460709,0.320799,m
0.34534,0.442996,0.69731,0.67325,0.320799,m
0.313199,0.319779,0.522247,0.754332,0.514553,m
0.472007,0.518524,0.463499,0.435853,0.25522,p
0.436423,0.297782,0.605131,0.802861,0.596724,m
0.358212,0.640711,0.266304,0.423449,0.293116,p
0.818299,0.326558,0.410676,0.321243,0.440737,p
0.338879,0.466298,0.93835,0.188926,0.320799,p
0.690261,0.470512,0.311439,0.403831,0.297132,p
0.385001,0.386226,0.71905,0.165287,0.622657,m
0.838435,0.359206,0.418162,0.312192,0.467936,p
0.354161,0.374182,0.663213,0.710991,0.069384,m
0.798757,0.295238,0.635573,0.293662,0.288019,p
0.331131,0.501318,0.763269,0.563452,0.320799,p
0.36745,0.737499,0.551032,0.506339,0.263258,m
0.377861,0.62646,0.559622,0.625828,0.218148,m
0.336575,0.584413,0.564954,0.496491,0.678801,p
0.372358,0.708118,0.538966,0.467837,0.381352,p
0.381408,0.609675,0.285611,0.318781,0.29732,p
0.306174,0.291822,0.455588,0.236689,0.06449,p
0.344923,0.737606,0.267191,0.408815,0.359932,p
0.326368,0.310387,0.513244,0.506197,0.510252,m
0.520428,0.434831,0.443257,0.443031,0.222047,p
0.302529,0.275612,0.435485,0.26159,0.320799,p
0.328024,0.30475,0.493232,0.705823,0.783969,m
0.400603,0.607656,0.582407,0.286229,0.279087,p
0.72422,0.314871,0.412463,0.379522,0.342975,p
0.37127,0.669867,0.603391,0.54851,0.320799,p
0.545281,0.510549,0.45056,0.669816,0.211185,p
0.476436,0.725841,0.27777,0.312883,0.38424,p
0.419926,0.579896,0.303838,0.402507,0.291255,p
0.318629,0.301199,0.517862,0.860345,0.147596,m
0.337444,0.480361,0.559572,0.279819,0.382185,p
0.451166,0.571323,0.783665,0.257162,0.273464,m
0.395931,0.768443,0.548612,0.492719,0.257152,m
0.320312,0.331779,0.104166,0.188999,0.232465,m
0.765292,0.19335,0.397063,0.380958,0.339184,p
0.45819,0.308162,0.620439,0.659636,0.550467,m
0.470345,0.334973,0.734506,0.706495,0.153064,m
0.638895,0.620623,0.259676,0.460978,0.392023,p
0.423975,0.769166,0.272109,0.311404,0.360584,p
0.344444,0.358008,0.518463,0.865124,0.033903,m
0.385969,0.608657,0.251109,0.30707,0.285684,m
0.333336,0.401964,0.767839,0.213871,0.25446,p
0.318062,0.381902,0.661484,0.945448,0.072088,p
0.331641,0.33935,0.478447,0.664397,0.320799,m
0.471565,0.522878,0.551823,0.443032,0.478672,p
0.766567,0.296602,0.341625,0.379377,0.341822,p
0.340904,0.406122,0.871641,0.191285,0.320799,p
0.433229,0.548117,0.305276,0.407893,0.244891,p
0.782074,0.29329,0.417315,0.393608,0.301054,p
0.320551,0.329423,0.558659,0.700118,0.08767,m
0.577681,0.49867,0.498275,0.521301,0.527186,p
0.334549,0.383244,0.812659,0.202735,0.320799,p
0.205932,0.574673,0.527797,0.295251,0.277186,p
0.389224,0.46779,0.744962,0.247825,0.269223,p
0.315517,0.333511,0.527119,0.475354,0.320799,p
0.442849,0.40116,0.655202,0.615598,0.655253,m
0.332232,0.346499,0.537379,0.857497,0.069252,m
0.447741,0.473204,0.42799,0.335994,0.304094,p
0.348109,0.647682,0.252065,0.291268,0.254862,p
0.333692,0.49048,0.768593,0.58257,0.620122,p
0.311611,0.354915,0.427084,0.490094,0.320799,m
0.311517,0.311629,0.536228,0.547511,0.320799,m
0.33987,0.586329,0.714984,0.516907,0.320799,p
0.377902,0.541691,0.610927,0.461782,0.273853,p
0.380497,0.59775,0.299583,0.401692,0.375489,p
0.485777,0.512885,0.464879,0.433472,0.252142,p
0.368711,0.482969,0.794666,0.220879,0.423706,p
0.389731,0.660511,0.667078,0.248792,0.320799,p
0.529806,0.490754,0.305172,0.413135,0.277912,p
0.322863,0.451222,0.649961,0.468041,0.274857,p
0.382287,0.405271,0.609074,0.602017,0.766274,m
0.404464,0.364882,0.74661,0.645773,0.188934,m
0.335031,0.317504,0.759298,0.558316,0.472737,p
0.32904,0.33894,0.406785,0.623906,0.679076,m
0.303053,0.283022,0.45039,0.240408,0.320799,p
0.942358,0.184608,0.393829,0.340572,0.301687,p
0.453964,0.645818,0.685855,0.476608,0.277388,m
0.372978,0.632185,0.726314,0.535399,0.257531,p
0.277566,0.466367,0.305304,0.528135,0.254307,p
0.389924,0.313212,0.79241,0.564445,0.446038,m
0.319446,0.322707,0.460411,0.216991,0.320799,p
0.381405,0.631664,0.253561,0.315763,0.353799,p
0.34637,0.478917,0.665395,0.256531,0.257172,p
0.252305,0.531083,0.527306,0.522369,0.320799,p
0.890393,0.33294,0.447556,0.332195,0.3054,p
0.305238,0.29111,0.473541,0.473725,0.43013,p
0.868464,0.183608,0.342613,0.376291,0.307868,p
0.336937,0.290429,0.48647,0.878479,0.136975,p
0.379575,0.73687,0.220175,0.446161,0.280621,p
0.34639,0.594683,0.26482,0.435857,0.320799,p
0.307335,0.304435,0.527604,0.511053,0.440306,p
0.365472,0.491639,0.701908,0.620806,0.194734,m
0.432925,0.399344,0.77795,0.598876,0.581505,m
0.64766,0.569491,0.304602,0.398175,0.349218,p
0.35678,0.658295,0.524066,0.439834,0.371792,p
0.513881,0.745714,0.266296,0.304001,0.267598,p
0.818659,0.175928,0.417712,0.451216,0.261223,p
0.478894,0.546594,0.309698,0.33368,0.346583,p
0.429025,0.474556,0.315569,0.331536,0.320799,p
0.801078,0.442544,0.448633,0.464502,0.2807,p
0.36251,0.768322,0.241594,0.289817,0.253058,p
0.310064,0.278484,0.42724,0.672998,0.777673,p
0.320535,0.32863,0.555186,0.738656,0.190806,p
0.325453,0.415845,0.678658,0.250649,0.320799,p
0.796477,0.493604,0.314271,0.474354,0.271493,p
0.408952,0.438397,0.705054,0.499808,0.269669,p
0.38072,0.576348,0.601929,0.281047,0.320799,p
0.56567,0.453378,0.764709,0.226113,0.253764,m
0.330539,0.331239,0.480449,0.673513,0.320799,m
0.339079,0.359719,0.891865,0.670577,0.543781,m
0.851753,0.376834,0.331174,0.378347,0.301928,p
0.823648,0.320494,0.33614,0.381992,0.339283,p
0.469171,0.653846,0.262439,0.417325,0.429332,p
0.426248,0.523697,0.55445,0.461427,0.382148,p
0.396362,0.39133,0.782273,0.761921,0.191119,m
0.586546,0.574296,0.311417,0.338393,0.302018,p
0.871335,0.345428,0.431071,0.517019,0.276343,p
0.365092,0.65229,0.633338,0.511911,0.320799,p
0.388587,0.588511,0.530357,0.298923,0.256679,m
0.322353,0.304782,0.752731,0.576431,0.069674,m
0.309124,0.305053,0.435001,0.482216,0.320799,p
0.27839,0.309438,0.572585,0.358756,0.320799,p
0.546071,0.468291,0.451281,0.394013,0.264225,p
0.350465,0.716693,0.260414,0.664826,0.238115,m
0.408578,0.337078,0.49231,0.840364,0.182749,m
0.30115,0.273646,0.421452,0.465086,0.047947,p
0.564392,0.517588,0.51819,0.449228,0.419295,p
0.350353,0.385415,0.543148,0.559296,0.516811,m
0.745862,0.412104,0.475224,0.543087,0.399553,p
0.390524,0.350243,0.701834,0.638568,0.72154,m
0.39132,0.665364,0.598281,0.547185,0.228152,m
0.310855,0.333549,0.431107,0.547199,0.320799,m
0.370967,0.369223,0.655951,0.62365,0.221501,m
0.423235,0.584457,0.279256,0.419497,0.267855,p
0.664304,0.615317,0.29188,0.332654,0.30262,p
0.332045,0.415571,0.82826,0.208383,0.320799,p
0.380122,0.511674,0.550685,0.751709,0.186283,m
0.303502,0.287132,0.446118,0.237683,0.320799,p
0.414845,0.648241,0.626925,0.495368,0.535595,m
0.34926,0.323268,0.659626,0.560263,0.808538,m
0.366605,0.547058,0.294902,0.318058,0.291026,p
0.348569,0.304748,0.660509,0.689226,0.126645,p
0.344678,0.422942,0.765398,0.570563,0.596814,m
0.533944,0.514096,0.434791,0.417228,0.356849,p
0.661533,0.513853,0.571079,0.29252,0.287356,p
0.385497,0.426155,0.677729,0.243298,0.253956,m
0.329745,0.395492,0.841685,0.606734,0.448966,p
0.482446,0.774664,0.238375,0.422259,0.361202,p
0.423238,0.753313,0.271185,0.315135,0.358549,p
0.330582,0.454067,0.529372,0.579158,0.462816,m
0.309075,0.299613,0.416231,0.252381,0.577865,p
0.786164,0.195346,0.395938,0.381236,0.297484,p
0.461211,0.375747,0.746587,0.224536,0.567765,m
0.332167,0.439175,0.754117,0.22683,0.320799,p
0.336965,0.536415,0.633496,0.533591,0.320799,p
0.487516,0.690218,0.291594,0.322868,0.375725,p
0.615759,0.615068,0.512717,0.308327,0.358684,p
0.470492,0.668497,0.265218,0.422261,0.472363,p
0.352249,0.610406,0.267402,0.430843,0.293681,p
0.359035,0.450309,0.527845,0.28158,0.437125,p
0.237142,0.35083,0.601314,0.154538,0.136416,m
0.325407,0.33954,0.466062,0.538176,0.644716,m
0.424376,0.717501,0.273618,0.309137,0.287821,p
0.485715,0.512868,0.464862,0.433459,0.25211,p
0.315815,0.313556,0.537461,0.642074,0.645965,m
0.363833,0.60391,0.276459,0.409994,0.35429,p
0.339268,0.375059,0.78212,0.5521,0.424411,m
0.341208,0.626266,0.49189,0.416529,0.39094,p
0.321098,0.330147,0.226982,0.817702,0.320799,p
0.324271,0.431706,0.70356,0.241501,0.320799,p
0.346656,0.445506,0.522298,0.603187,0.507768,m
0.606877,0.337276,0.397278,0.385238,0.350989,p
0.3029,0.291466,0.515666,0.311033,0.244129,m
0.417306,0.511346,0.290489,0.327256,0.346084,p
0.486627,0.336306,0.428049,0.412363,0.276954,p
0.315543,0.32284,0.495428,0.737296,0.489294,m
0.319614,0.31398,0.469062,0.540466,0.215032,m
0.757317,0.19394,0.394504,0.37932,0.340405,p
0.434787,0.468659,0.518012,0.441588,0.530395,m
0.376776,0.614609,0.686295,0.490351,0.262646,p
0.377934,0.647766,0.572595,0.529312,0.248186,m
0.384589,0.781409,0.275262,0.297588,0.24398,p
0.31774,0.301286,0.457838,0.855516,0.09316,p
0.325686,0.32363,0.507026,0.847945,0.13146,p
0.386241,0.317781,0.519774,0.711138,0.153999,m
0.326456,0.307185,0.50217,0.801956,0.693655,m
0.311575,0.323336,0.535294,0.713907,0.101224,m
0.424134,0.480494,0.658422,0.290804,0.242694,m
0.552636,0.505558,0.458923,0.422979,0.278607,p
0.47128,0.589878,0.294086,0.329852,0.345504,p
0.319083,0.329082,0.584353,0.811489,0.108315,m
0.888447,0.354466,0.338748,0.340289,0.334637,p
0.313505,0.357953,0.44798,0.550716,0.320799,m
0.619017,0.313837,0.448503,0.417146,0.393764,p
0.390364,0.563239,0.597757,0.441093,0.282377,p
0.434951,0.573414,0.294859,0.396578,0.320799,p
0.411959,0.439434,0.694578,0.513637,0.264749,p
0.372627,0.765737,0.253943,0.303734,0.283281,p
0.324911,0.479916,0.587815,0.506021,0.320799,p
0.348737,0.37545,0.66744,0.649263,0.807986,m
0.445141,0.546317,0.617106,0.677934,0.196891,m
0.648112,0.436177,0.329662,0.382045,0.347629,p
0.436144,0.707881,0.235725,0.445123,0.320799,p
0.393646,0.632837,0.629714,0.275567,0.278859,p
0.560975,0.555142,0.316779,0.332459,0.344789,p
0.384094,0.565765,0.784852,0.251128,0.246337,p
0.493028,0.567553,0.490893,0.310865,0.270458,p
0.337788,0.336665,0.603882,0.631645,0.320799,p
0.458198,0.357424,0.334501,0.379396,0.305634,p
0.306407,0.300905,0.427382,0.455632,0.320799,p
0.552529,0.513979,0.493693,0.540434,0.556112,p
0.322757,0.382431,0.535601,0.491293,0.205875,m
0.452186,0.501152,0.75802,0.553837,0.259944,m
0.339283,0.349525,0.726686,0.594258,0.206787,p
0.323315,0.328307,0.473597,0.736659,0.616502,m
0.258068,0.640637,0.560321,0.493142,0.320799,p
0.710674,0.276972,0.465301,0.640497,0.222708,p
0.503993,0.456444,0.837919,0.244176,0.272846,p
0.352444,0.54628,0.488209,0.419496,0.354906,p
0.334883,0.331207,0.779025,0.54909,0.470612,m
0.417021,0.551276,0.450063,0.418651,0.245235,p
0.345219,0.519553,0.473482,0.418034,0.293961,p
0.338925,0.611976,0.560226,0.501771,0.320799,p
0.375103,0.784245,0.242464,0.289966,0.237992,p
0.486267,0.632465,0.297075,0.423946,0.277455,p
0.362217,0.700798,0.256092,0.439815,0.28233,p
0.36427,0.708134,0.236003,0.537857,0.541941,p
0.350658,0.374721,0.521516,0.578531,0.550883,m
0.326884,0.344679,0.567867,0.511,0.648481,m
0.782361,0.293364,0.417342,0.393739,0.300919,p
0.359381,0.315672,0.690158,0.979388,0.164827,m
0.429537,0.322673,0.611511,0.841473,0.157908,p
0.521602,0.480317,0.544632,0.515408,0.641289,m
0.331685,0.39897,0.552806,0.49559,0.320799,m
0.311854,0.336128,0.501192,0.93618,0.320799,p
0.660063,0.490931,0.324323,0.342084,0.343232,p
0.342642,0.534403,0.563797,0.822575,0.180075,p
0.652758,0.341061,0.343401,0.374278,0.311021,p
0.369141,0.40618,0.711709,0.572654,0.552438,m
0.384132,0.311485,0.796638,0.584425,0.470575,m
0.929587,0.309196,0.341246,0.340098,0.310251,p
0.43831,0.524894,0.251267,0.310821,0.320799,p
0.462432,0.527861,0.307696,0.325619,0.348973,p
0.654209,0.388422,0.328127,0.379226,0.301786,p
0.943191,0.336352,0.33582,0.335359,0.306796,p
0.339133,0.415201,0.957993,0.187755,0.233684,p
0.511616,0.637692,0.295919,0.324249,0.37102,p
0.323462,0.35501,0.463994,0.534829,0.320799,m
0.627684,0.446728,0.599691,0.601805,0.249636,p
0.462279,0.600273,0.611624,0.535951,0.263372,m
0.309669,0.29939,0.418578,0.252342,0.320799,p
0.670066,0.309506,0.392659,0.386959,0.282062,p
0.462574,0.620266,0.745185,0.24864,0.320799,p
0.324065,0.424383,0.533758,0.648165,0.199712,p
0.254802,0.761399,0.239355,0.283758,0.278169,p
0.306512,0.27868,0.53577,0.466665,0.201134,m
0.880668,0.179944,0.389953,0.34195,0.307547,p
0.395729,0.396039,0.798398,0.76431,0.198266,m
0.34154,0.422851,0.900555,0.187849,0.219658,p
0.724013,0.313404,0.404798,0.397367,0.304359,p
0.76823,0.348552,0.332978,0.377861,0.311822,p
0.35214,0.738366,0.233254,0.498948,0.599912,p
0.490598,0.427136,0.328224,0.34071,0.309022,p
