@relation banana-weka.filters.unsupervised.instance.Randomize-S29-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N3-F1

@attribute f1 numeric
@attribute f2 numeric
@attribute class {m,p}

@data
-1.1615,0.4694,m
0.2695,0.6959,m
-0.3255,0.3881,m
0.5195,1.255,p
-0.79,-0.8227,p
-1.2034,0.4004,m
1.2621,1.7237,p
-0.644,-0.7797,p
0.6333,0.9014,p
-0.0454,1.7466,p
0.8264,0.7442,p
0.495,1.5434,p
-0.6771,-1.4067,p
0.2033,0.6172,m
1.1355,-0.1138,p
0.2149,-1.6591,p
0.1339,-0.922,p
-0.8898,-1.1684,p
0.4084,0.0179,m
-0.6898,-1.3346,p
-1.551,-1.595,m
0.3601,-0.7149,m
-1.3947,1.0941,p
0.487,1.3334,p
0.3859,-0.9971,p
-1.0191,-0.3045,m
0.1228,-0.2831,m
1.474,-2.0487,m
1.2272,-0.1461,m
-0.64,-0.2377,m
-0.3152,-1.0943,p
-0.0246,-0.1409,m
1.0846,-0.9964,m
-0.9992,1.1987,p
2.327,1.2059,m
0.5167,1.4623,p
-1.6618,0.7496,p
0.2239,1.7477,m
-0.5724,1.1601,p
0.3257,1.4485,p
-1.4025,-0.3863,m
-0.8823,-0.6077,m
-1.9221,-1.5027,m
0.7242,0.9888,p
0.3527,1.5843,p
-0.5563,-0.5048,m
0.1304,1.3827,p
-0.3374,-1.4511,p
0.5266,-0.2512,m
-1.3151,1.119,p
-1.521,-0.6576,m
-0.907,0.4162,m
-1.4943,-0.498,m
-0.71,-0.8745,m
0.8881,0.8168,p
-0.9115,-0.4836,m
-0.2102,1.3478,p
0.1838,0.5583,m
-0.5391,0.6481,m
1.432,0.4835,p
1.1563,0.0489,p
1.0544,0.4094,p
0.1296,-0.4688,m
-1.7699,-0.8283,m
1.7343,0.9793,m
-0.1531,-1.2007,p
-0.866,-0.1967,m
0.3974,0.5126,m
1.5441,-0.7494,p
-0.4706,-0.9188,p
1.2916,0.6438,p
2.6428,1.1448,m
0.4112,1.4665,p
0.1332,-0.5679,m
0.3699,0.3123,m
0.0949,-0.8544,m
0.5647,1.5601,m
-0.7999,-1.3762,p
1.1639,0.1508,m
2.2475,-1.4014,p
0.8173,-0.9412,m
-0.2243,-1.0156,p
0.2373,0.0367,m
0.7809,0.9111,p
0.2629,-1.4778,p
-1.8076,-0.5432,m
-0.5358,-0.814,p
0.3346,1.3941,m
-1.1129,-0.6529,m
0.2914,-0.795,p
-1.6162,0.5935,p
0.2366,-1.2607,p
0.5719,-0.8117,m
1.0059,-1.1193,m
1.4158,-0.1456,p
0.7693,0.7716,p
-1.0663,0.2563,m
-1.0517,-0.8324,m
0.1541,0.6287,m
0.0116,-1.0923,p
-0.3218,-1.1194,p
0.5659,-0.9772,m
-1.7538,-1.6278,m
-1.7458,-1.2712,m
1.0672,0.5726,p
1.2595,-1.026,m
0.3443,1.4899,p
1.6347,-2.1572,m
-0.9355,1.0169,p
0.0107,0.0258,m
1.471,0.4862,p
-0.7174,1.0048,p
0.5572,-1.0364,m
2.4296,0.8689,m
0.0317,-0.8206,m
-0.5263,1.1856,p
1.1148,0.4277,p
-1.4403,-0.3584,m
-0.2741,0.0468,m
0.9169,0.5248,p
1.0345,0.2525,m
0.8466,1.3957,p
1.4249,-0.2082,m
-0.5322,-0.1787,m
-0.1239,-0.9504,p
0.4307,1.6384,m
0.5714,-1.5258,p
0.8018,0.8522,p
-0.6666,-0.8953,p
-1.1397,0.4884,p
0.4314,-1.5574,p
0.3893,-0.8044,m
0.661,1.1963,p
1.0399,0.0909,m
1.4322,-0.3663,p
0.0538,-1.0134,p
0.5636,-1.1304,m
1.5774,0.2064,p
0.8019,1.2108,p
0.4229,1.7426,m
-0.0692,1.7284,m
0.8078,-0.8314,m
-0.9766,0.6387,m
0.4104,1.0124,p
-0.179,0.1897,m
-0.7541,1.1912,p
-1.7042,-0.087,p
-0.6252,-1.1418,p
-0.4548,0.4941,m
-1.348,-0.4847,m
-0.6986,-0.0006,m
-0.5612,-0.7873,m
-1.7614,-1.5835,m
0.5872,0.3219,m
-0.4474,-1.0045,p
-0.8147,0.3338,m
1.1344,-1.7452,m
-0.8431,-1.1423,p
-0.4337,1.9786,p
-1.0484,0.2191,m
-0.2027,1.2589,p
-0.3905,1.1029,p
-1.1865,0.814,p
1.4062,-1.3759,m
0.016,-1.1322,p
-0.8302,-1.0781,p
-0.4609,-1.0736,p
1.1929,-0.4042,p
-0.3349,-1.6868,p
-0.0468,-0.3316,m
0.619,1.648,p
1.5273,-1.8056,m
0.8935,-0.327,m
-0.4405,-1.4512,p
-0.1288,0.8773,m
-0.0674,1.8518,p
-0.8688,1.3802,p
-0.4052,-1.253,p
1.7058,0.5688,p
0.2863,1.2288,p
1.1163,0.3754,p
-1.1839,-0.898,m
-1.7097,-1.2949,m
-0.8611,-0.9719,p
1.0982,0.5076,p
-0.9301,0.758,p
-0.1055,0.5519,m
1.3541,-0.9625,m
-0.1984,1.6703,m
-0.9556,-1.6133,p
-0.3768,-0.617,m
-0.214,-1.2735,p
-0.5678,-0.8725,p
0.4888,0.9041,p
-0.9869,-0.8138,m
0.6764,0.8916,p
-1.0825,0.3564,m
0.5413,1.4063,p
-1.3377,0.5399,p
-0.6256,-1.181,p
0.8956,0.3596,m
-1.4091,-1.0203,m
0.2681,1.1378,p
0.0726,-1.3121,p
-1.4528,-1.2508,m
-0.037,-1.3518,p
0.5143,1.5243,p
-1.1676,0.2216,m
0.6171,-0.5849,m
0.6756,0.9246,p
-0.0381,-0.7906,p
-0.9239,-0.1022,m
-1.1444,-1.2652,m
1.7764,0.2718,p
0.9047,-0.994,m
-0.179,-0.0492,m
0.3055,-0.1606,m
-1.4616,0.0829,m
-1.2932,0.8911,p
-1.7285,0.8705,p
0.3553,2.0775,p
0.9953,0.1305,m
0.1354,0.0532,m
0.1751,0.6516,m
-0.0697,1.5558,p
-0.0434,-0.4418,m
2.0325,1.3223,m
1.165,-1.1048,m
0.2288,1.628,p
-1.9946,0.5491,p
1.0955,0.74,p
1.0598,0.7633,p
-0.2656,-1.1977,p
-0.425,0.9956,m
-1.3463,-1.1931,m
0.4313,0.2665,p
0.9961,-1.6981,m
-0.7056,-0.6967,p
1.3418,-0.6317,m
-1.1869,-0.9757,p
1.1479,0.0436,m
-1.1889,1.1369,p
1.3667,0.219,p
-1.8301,-0.9642,m
-0.9834,1.1047,p
1.1457,0.8238,p
0.1209,0.2187,m
-2.0603,0.3917,p
1.6577,1.2979,m
0.5229,1.0525,p
-0.3701,1.4784,p
0.7863,1.3055,p
0.976,-1.5271,m
1.3519,0.6442,p
-1.0772,-1.3874,p
1.2224,0.3247,p
-1.0387,-0.0359,m
-0.5423,-0.7394,p
0.3747,1.2393,p
1.478,-1.0517,m
1.7753,1.1885,m
1.1946,0.1147,p
0.4412,-1.1255,p
0.7811,0.4153,p
0.6858,-0.1899,m
-0.1801,-0.6395,p
-0.1624,-0.3342,m
-0.0791,-1.3767,p
1.0319,-0.209,p
1.344,0.8781,p
0.7213,0.7305,p
0.935,0.556,p
0.2011,0.0024,m
1.5919,-0.5223,p
1.0301,-1.1229,m
-0.4899,1.253,p
-0.5369,-0.2233,m
-0.079,0.227,m
-1.8847,-0.9792,m
0.2086,0.7549,m
0.5322,-0.0431,m
-1.5129,0.3481,m
-1.4462,-0.0697,m
-1.7893,-0.124,m
0.3696,1.0337,p
-1.833,0.6013,p
1.1613,-0.2542,p
-0.8722,0.2598,m
-0.6993,-0.3591,m
1.6119,1.3961,m
1.1401,0.814,p
-0.1294,-1.692,p
-0.966,0.4866,m
-1.7828,-0.4911,m
0.4567,0.1914,m
0.087,-1.277,p
-1.4457,-0.2034,m
-0.012,1.4161,p
0.0853,0.7887,m
0.0256,0.2278,m
0.9496,-0.0297,m
-0.9649,-0.9783,p
0.1744,-1.1055,p
0.8222,0.1918,p
-0.2192,-0.1953,m
-0.6717,1.3502,p
0.1924,1.9448,m
0.1709,2.1087,m
-1.9744,-1.7151,m
0.2956,1.5143,p
0.9606,0.4543,p
1.1193,1.14,p
-1.1033,-1.1288,p
-0.0299,0.6168,m
-0.2689,1.3707,p
1.525,0.3557,p
1.5035,-0.0608,p
-0.362,-1.7031,p
-1.6799,0.3976,p
0.2431,1.6142,p
-0.0095,-0.3362,m
-0.9543,-1.1909,p
1.2203,-0.0172,p
1.6198,-0.0187,p
-1.1064,-0.8213,m
0.6554,1.72,m
-0.702,-0.8114,p
1.2045,-1.5614,m
-0.4513,1.6999,p
-0.9894,0.4796,p
-0.1719,-1.3134,p
-0.1845,-0.7511,m
-1.695,0.6142,p
-2.119,-0.575,m
-1.1808,-0.7583,m
-0.0411,0.32,m
-0.8201,-1.0448,p
-0.2275,-1.0598,p
2.4078,1.2622,m
1.2679,-0.1944,p
-0.5466,-1.3145,p
-0.1357,-1.4148,p
-0.1744,-0.478,m
-0.6332,-1.181,p
1.1129,0.5695,p
-1.4557,-0.1786,m
0.8498,0.7255,p
1.3123,0.2075,p
-0.141,-0.1186,m
1.8677,-1.1579,p
-0.3406,1.5476,p
0.9043,1.0375,p
-0.3155,-1.363,p
1.0869,0.299,p
1.2447,1.4536,m
-1.7402,0.6928,p
-1.1132,0.4392,m
-1.5857,0.3225,p
-0.9298,-0.8949,p
1.8268,0.452,p
1.344,-0.2614,p
1.954,-1.0242,p
1.2736,-0.6751,m
-1.6863,-1.872,m
0.6048,0.3784,m
1.6353,1.1151,m
-0.7666,-1.1992,p
-0.0958,-1.6622,p
-1.9768,-0.8798,m
-1.2498,-1.1352,m
1.3185,-0.3311,m
-1.5744,0.9054,p
1.3504,1.0959,m
1.379,0.6978,p
0.1401,1.2461,p
0.5681,0.2441,p
-0.1868,-0.267,m
0.9119,-0.1137,p
-0.8924,1.0161,p
-1.0569,1.031,p
0.7854,-0.6006,m
-0.2434,1.7591,m
-0.744,-0.4152,m
1.1764,0.5065,p
1.2275,-0.0997,p
1.6008,-1.3626,m
0.4906,0.1936,m
0.9099,0.6654,p
0.73,-0.3696,p
0.0301,-0.8944,p
-0.1916,0.7908,m
2.0395,-0.4617,p
-0.4344,-1.1637,p
1.3966,-0.8744,m
0.5965,-0.1722,m
1.5485,0.4817,p
-0.1616,-0.0223,m
-0.1599,-1.3621,p
0.8025,0.1327,p
-0.3106,0.9947,m
-0.688,-1.1381,p
0.6948,0.6514,p
-0.486,-0.8872,p
0.5521,0.9417,p
-0.1462,1.8317,m
-0.2904,0.7,m
0.8707,1.289,p
0.9171,0.2309,p
-0.1898,-1.4162,p
1.0887,-1.1176,m
-1.2437,0.1,m
-1.2223,-0.6797,m
-0.2387,-1.1679,p
1.0126,0.3966,p
0.246,-0.7667,p
0.1121,0.2383,m
-1.4291,0.7071,p
1.2863,-1.4298,m
-0.5434,-0.0204,m
-1.5753,-1.2569,m
1.3359,0.2741,p
0.1491,-0.2949,m
-1.1986,-1.4003,p
-0.214,0.3797,m
-0.8445,-0.0026,m
-0.5216,0.8775,m
-0.4111,-1.2987,p
-1.536,0.6848,p
1.3478,0.6767,p
-0.4821,0.0903,m
0.2709,-1.2846,p
-0.5803,1.3429,p
-0.6343,-1.1454,p
0.3787,-0.755,p
-0.8719,0.6632,p
-0.0247,-0.7653,p
0.1,-1.478,p
-0.3052,1.1774,p
0.6565,0.8442,p
-0.5284,-1.2334,p
-0.1323,0.9544,p
0.6848,0.5456,p
1.1951,0.2979,p
0.7563,-0.0709,m
-0.8083,-1.5008,p
-0.8516,1.3175,p
0.7219,-0.9755,m
-0.502,-1.0414,p
-0.0117,-1.3395,p
1.2481,-0.2025,p
-1.8158,-1.7771,m
-1.0732,-0.5523,m
-0.481,1.0887,p
-1.3762,0.6782,p
1.2167,0.2466,p
-0.8822,1.2885,p
-0.6073,-0.8944,p
1.1604,0.978,p
-1.4122,-0.3574,m
-1.591,-0.9801,m
-1.7341,-0.2422,m
-0.8254,0.481,m
-1.7743,1.0148,p
2.2291,0.8945,m
0.2491,-1.464,p
-0.1711,1.6797,m
0.6898,1.57,p
-2.147,-0.8577,m
-0.4585,-1.1122,p
-0.8622,1.0102,p
1.0293,-0.1911,p
1.2045,-0.7783,m
0.3515,-1.415,p
-0.587,1.0105,p
0.9737,0.898,p
-1.7828,-0.2531,m
0.9949,0.5017,p
0.2714,-0.5912,m
1.3566,-1.0602,m
0.1651,-0.4046,m
-0.3597,-1.2794,p
-0.717,0.455,m
-0.1685,-0.6014,m
-1.5283,0.7953,p
-0.4744,0.2635,m
0.5169,1.7135,p
0.311,1.6773,p
-1.959,-0.4416,m
1.2782,0.3734,p
-1.0678,0.9627,p
-0.6953,-0.7359,p
-0.9856,-1.273,p
0.2716,-1.6,p
0.7135,1.0188,p
1.6972,-0.4892,p
-1.2043,-1.1912,p
-0.0685,0.9309,p
-0.6657,-1.3416,p
-0.5843,0.0937,m
-1.3997,-1.5381,m
-0.8768,-0.4015,m
-0.2498,-1.2301,p
0.1757,-1.1101,p
-1.3343,-0.6467,m
-1.6512,-2.0457,m
-0.1044,-1.1454,p
-0.077,1.8688,m
1.6214,0.0564,p
-0.7522,0.3416,m
-0.391,1.0289,p
1.1148,-0.1056,p
-2.0502,-1.9266,m
-0.2223,0.2592,m
-0.6252,-0.6752,p
0.4123,-0.1236,m
-1.1193,-0.3149,m
-1.2221,0.1769,m
-0.4803,0.0507,m
1.0694,0.6464,p
-1.7761,-1.0749,m
-1.2076,-1.2198,p
-1.0817,0.8896,p
1.3901,0.262,p
0.7201,0.6774,p
-0.0255,-1.2996,p
-0.0537,-1.5168,p
-0.5329,-0.4022,m
1.2455,1.1983,m
1.3255,1.4267,m
0.8444,1.2157,p
0.4658,0.3221,m
1.3289,1.5076,m
0.2816,-1.4316,p
-0.1546,1.2931,p
0.7777,1.4427,m
0.7115,0.7867,p
2.4627,1.213,m
-0.6364,-0.9882,m
-0.138,-0.9505,p
-1.4275,0.0911,m
-0.4091,0.3486,m
-1.5695,-1.4696,m
0.9516,0.8364,p
1.0674,-0.2211,m
0.8251,-1.2837,m
2.4329,1.3945,m
-0.8158,0.5622,p
1.0817,0.7902,p
-0.3271,0.6116,m
1.4716,1.2057,m
-0.3507,-1.0031,p
-0.2065,-0.474,m
1.7449,-0.1426,p
0.5993,1.1351,p
0.9834,0.2026,p
1.3513,0.6575,p
-0.8716,-0.4607,m
-0.2144,-0.2348,m
0.5704,1.4158,p
-0.0143,1.5452,p
0.6775,0.9641,p
-0.5159,-0.9348,p
0.2465,-0.8997,p
1.2979,1.0411,p
-1.4,-0.3704,m
1.8866,-0.6332,p
0.4074,1.6681,m
0.1091,-0.5224,m
1.8891,1.0982,m
1.2823,-0.2358,p
-0.102,-0.3063,m
0.0379,-1.6385,p
0.247,-0.9603,p
0.3014,-1.2866,p
1.0838,0.088,p
-1.3511,1.3187,p
0.0605,2.0571,m
-0.9256,0.6942,p
-0.2482,0.5144,m
0.8187,0.5457,p
-0.23,1.9999,m
1.2771,-0.5884,p
-1.2231,0.0836,m
2.3995,1.1966,m
0.1046,-1.6706,p
0.7353,0.9315,p
0.6456,1.8167,m
0.8452,0.0071,m
0.0131,-0.9685,p
0.2833,-1.5593,p
-1.369,-0.1774,m
-1.0634,0.4963,m
-0.2917,-1.3213,p
-1.3106,-0.3536,m
0.8543,-0.5375,m
-1.0363,0.6213,p
-0.52,-1.1657,p
-1.5248,0.2462,m
0.4857,1.052,p
0.0436,0.0126,m
-0.2635,-0.7684,m
-0.5394,0.2917,m
0.8407,-0.0776,m
-1.0108,-1.2331,p
-0.7285,1.4952,p
0.9531,0.7189,p
1.3467,0.2291,p
-0.3354,-0.8097,p
0.5277,-1.0422,m
0.6658,1.3597,m
1.6177,-1.1568,m
0.3274,0.1704,m
-0.7691,1.3536,p
-1.1967,-1.0424,p
-0.8928,-1.2651,p
1.2955,-0.028,p
-1.4368,-0.7751,m
1.5885,-0.0963,p
-0.2539,-1.268,p
-0.9691,1.0243,p
-0.3942,1.6036,p
-1.63,0.1011,p
-0.2158,-0.3534,m
1.0228,0.8576,p
-0.1648,-0.6971,p
-0.4959,-1.0906,p
0.395,1.206,p
0.2258,-1.0187,p
0.0394,-1.3511,p
0.0762,-1.2728,p
0.0345,-0.6907,p
-1.024,-1.0112,p
-0.0652,0.6305,m
-1.0282,-0.3572,m
1.2564,-2.3859,m
0.5327,1.7622,p
0.4707,1.3938,p
-1.4912,0.8852,p
0.5836,0.6786,p
0.484,-0.4274,m
-1.8138,-0.9935,m
-0.5223,-1.3387,p
0.6049,1.276,p
0.3223,-1.0373,p
0.4348,0.397,m
-0.7597,-0.6977,m
-0.2018,0.7119,m
1.0137,0.2572,p
-0.7946,1.1718,p
0.8308,1.3474,p
2.6214,1.116,m
-0.7337,0.8815,p
0.4677,0.9856,p
0.2205,-1.3579,p
-0.6919,0.7588,m
1.2232,0.5613,p
-0.7516,-0.3186,m
-0.9942,0.1915,m
-0.1766,-1.1163,p
-0.0666,0.0656,m
0.9762,1.2358,p
-1.8585,-1.3023,m
0.3913,-0.0901,m
-0.698,-0.7257,m
-0.9946,-0.8323,p
-1.6112,-0.3901,m
1.1234,0.4221,p
-0.0215,0.7035,m
-1.6073,-0.3626,m
0.5348,1.3992,p
0.1007,0.8808,m
-1.1242,1.1026,p
-1.7037,0.8689,p
0.5977,0.8555,p
0.1742,1.9235,p
-0.298,-1.2594,p
-0.8782,-1.1614,p
-0.5682,-1.3626,p
0.9598,-0.5222,m
-0.5954,1.0909,p
0.1411,0.0947,m
0.4593,1.6878,m
0.4438,1.993,p
0.5531,1.5408,p
0.4688,-0.3208,m
-0.2594,1.523,p
-1.1857,1.0103,p
-0.1925,1.0385,p
0.8689,0.5758,p
-1.6387,0.5724,p
0.7416,0.7436,p
-0.8907,0.5934,p
0.9772,-1.0111,m
1.3472,-0.25,p
-0.178,-0.2382,m
0.0088,1.4702,p
-0.697,1.3458,p
-0.4042,0.1783,m
-0.6122,-1.4176,p
-0.8821,-0.582,m
-0.5957,-1.3346,p
0.8485,0.4019,p
-0.6682,0.9193,p
0.0545,-1.3154,p
2.0075,-0.6954,p
-0.641,0.5158,m
-0.6602,-0.0708,m
-0.4363,0.8206,m
-0.204,-1.543,p
-0.2209,0.1204,m
0.6745,0.6667,p
0.2345,-0.4127,m
1.2119,0.7524,p
1.2615,-1.3742,m
-0.2587,1.3374,p
-0.8125,-0.4107,m
-1.2388,-0.9191,m
-0.9918,1.3951,p
-1.7836,-0.6074,m
-0.3736,-1.0786,p
0.1798,-0.0627,m
-0.7614,0.3732,m
0.6826,-0.0347,m
-1.4096,0.8943,p
-1.6327,-1.4147,m
-0.181,0.3437,m
0.8991,0.538,p
-1.1887,-1.143,m
-1.3718,0.968,p
-0.1113,-1.3306,p
-1.9805,0.8752,p
1.4985,0.6366,p
0.1948,-0.2959,m
0.8091,0.9422,p
-1.5127,-0.2702,m
-1.3998,0.475,p
0.0311,-0.9778,p
-1.5203,-1.2274,m
1.2348,2.1907,p
0.244,-0.6902,m
1.2101,0.1974,p
0.3843,2.1544,p
0.1597,-0.6158,m
-0.665,1.6093,p
-1.5964,-0.0414,m
0.9287,-0.9022,m
1.0237,0.44,p
-0.1655,-0.9858,p
-1.0619,-0.5487,m
-1.0365,1.3323,p
-0.7604,-0.8617,p
2.031,0.9836,m
0.4248,-1.2067,p
-0.8328,-1.2305,p
1.7987,1.5313,m
0.1334,2.0481,p
0.9225,0.166,m
-1.6682,-1.4982,m
0.416,1.8599,m
-0.1087,-1.2496,p
1.5307,-1.0523,m
1.6025,0.0487,p
-0.1711,0.0105,m
0.8233,-0.2479,m
0.7102,1.703,m
-1.0844,-0.8679,m
-0.9272,-0.5954,m
0.5197,1.2095,p
0.2403,-1.1375,p
0.1364,-1.3635,p
-1.3115,-0.627,m
-1.338,0.7168,p
0.6115,1.7985,m
1.1062,0.2051,p
-1.4459,-1.2227,m
1.6844,-0.4724,p
-0.6507,-0.1587,m
1.0297,-0.0835,p
0.2185,1.5922,m
0.3403,-1.3439,p
-0.2562,-0.1151,m
-0.5929,1.2795,p
-1.8745,0.3732,p
-1.5887,-0.6795,m
-0.5308,-1.2671,p
1.0432,-0.2396,m
-0.2618,1.2813,p
0.7961,0.423,m
0.3324,-0.5271,m
-0.8893,-0.4171,m
-0.7853,-0.3613,m
0.5599,1.6966,m
-0.6523,-1.1043,p
0.7426,-1.1841,m
0.1374,-0.2466,m
2.4165,1.4957,m
2.2879,1.216,m
-0.5137,-1.2108,p
0.1452,-0.6263,m
-1.1484,0.7288,p
1.4899,1.5869,m
-0.7662,1.0601,p
1.4563,0.6514,p
-0.0633,-0.6991,p
1.287,0.5247,p
0.1568,-0.9341,p
0.4089,-1.1495,p
-1.5743,0.9422,p
-1.0219,-1.1802,p
0.4339,-0.1891,m
0.8228,1.0383,p
-1.4112,-0.2141,m
0.8341,-0.1768,m
1.2094,1.2811,p
-0.6969,-1.6903,p
1.326,0.3351,p
1.4474,0.3981,p
-0.253,-0.4061,m
-1.8718,-0.7801,m
1.7679,1.5938,m
-1.0173,0.8985,m
-0.4374,-0.984,p
-0.4747,-1.0185,p
-0.0373,-1.3157,p
0.4476,0.7099,p
-1.4751,0.7397,p
0.3084,-1.0558,p
-1.3578,-0.8484,m
1.3509,-1.2277,m
-1.5519,-1.4687,m
0.1572,-0.652,m
0.8562,-1.1096,m
1.21,0.2275,p
0.5205,0.5598,m
-0.9637,0.1083,m
-0.5006,-1.4349,p
-0.3293,-0.9549,p
-1.1278,-0.4428,m
-0.1368,-1.1637,p
1.1191,-1.2171,m
0.0109,-0.3781,m
1.2437,-0.1454,p
0.2983,-0.8291,m
-1.7604,-0.6318,m
-2.1321,-0.3466,m
0.4615,1.8918,p
1.2269,-0.1146,p
0.792,0.9877,p
1.0514,-0.7232,m
-0.7998,1.6569,p
-0.215,-1.006,p
1.552,-0.0055,p
0.7767,0.3124,p
-0.3943,-0.2534,m
0.0949,-1.5595,p
1.1921,0.5945,p
-0.6255,1.3761,p
0.6594,1.0699,p
-0.3467,-1.1279,p
-0.6594,-1.268,p
0.7149,1.3028,p
0.4554,-0.8689,m
-0.823,0.7294,p
1.3156,-1.2332,m
-1.5937,-1.3568,m
-0.8059,0.5747,m
-0.7528,1.0987,p
1.3016,0.1957,p
1.4503,0.2288,p
-1.6903,-0.1764,m
1.1144,0.3748,p
0.4038,0.01,m
-0.436,-0.9536,p
0.5516,2.0489,p
-0.9838,-0.8069,p
-1.9681,-0.2711,m
-0.0443,-0.3347,m
-0.8132,-0.6647,m
0.6136,-0.1572,m
2.2157,-2.0361,p
-1.4004,0.2606,m
-0.7525,-0.0615,m
0.1984,-1.1882,p
0.5536,-0.4542,m
-1.5101,0.3838,p
-1.0247,1.5268,p
0.2802,0.4293,m
-1.0423,1.2654,p
-0.6387,-1.0383,p
-0.0339,-1.6615,p
1.0039,1.173,p
-1.0836,1.1873,p
0.4241,0.547,m
0.7362,1.6399,p
-0.6029,1.304,p
-0.1404,-0.6937,m
-0.2777,-0.815,m
-1.1457,-0.5617,m
0.1518,-0.9639,p
-0.744,0.1965,m
-0.0874,-1.0735,p
0.2066,0.6501,m
-0.4775,-1.2453,p
-0.2536,-0.9315,p
-0.1347,-1.125,p
0.2273,1.7092,m
0.0319,1.3893,p
0.0821,-0.3982,m
-0.7846,-1.1147,p
0.1964,1.7597,p
0.8825,0.5979,p
1.8256,0.3486,p
2.2204,1.3143,m
0.7665,-0.2476,m
0.0182,1.6764,p
1.2778,1.3516,m
-0.8362,-0.6499,m
0.6979,0.7837,p
-2.8361,-0.1771,p
1.0266,1.6072,p
0.0909,-1.3949,p
-0.4114,-1.3423,p
-0.6286,-0.1176,m
-0.7842,1.8062,p
-1.5301,0.5005,p
-0.5726,-0.7891,m
-0.8013,1.78,p
0.8507,1.4647,p
0.1653,-1.579,p
0.0092,-0.0084,m
-0.9418,-1.1518,p
-2.1119,-1.4535,m
1.0718,0.6103,p
-0.8884,-1.5856,p
-1.8703,-0.5554,m
2.2699,0.284,p
-0.007,-1.1512,p
0.2349,-1.0491,p
0.9695,1.1472,p
-0.2486,0.0234,m
-0.8998,1.4902,p
1.1606,-1.0804,m
0.4402,1.157,p
-0.8555,-1.3284,p
0.8115,-0.1501,m
0.4721,0.0979,m
0.9567,0.0986,p
-1.2061,-1.1589,m
-1.522,0.9335,p
0.9933,0.3967,m
-0.6065,-0.9966,p
-0.2056,-1.1531,p
0.1544,-0.6528,m
1.1594,0.7763,p
0.2527,-1.3047,p
0.332,-0.6898,m
-1.126,0.4105,m
-0.715,-0.969,p
-0.8908,0.9999,p
-1.1223,-0.2965,m
-0.9781,0.9309,p
0.5506,1.4767,p
0.953,1.1439,m
-0.6087,-0.9166,p
-0.8378,-1.1661,p
1.0738,-1.3777,m
0.704,-0.9058,m
-1.5218,-0.0033,m
-0.6226,-0.7369,m
1.4461,-0.1884,p
1.014,0.5548,p
0.2129,-0.7518,p
1.4106,0.0907,p
-0.0367,-0.1441,m
1.7113,-0.4241,p
-0.0853,-1.1209,p
1.872,-0.2386,p
-0.3169,1.7656,p
-0.8172,-1.1857,p
-1.5871,-0.7657,m
1.1302,1.4797,p
0.9126,-0.3742,m
-1.3086,0.0708,m
-1.6331,-0.3625,m
1.6614,1.4178,m
1.1338,1.3763,m
-0.5065,0.3567,m
1.592,-0.1107,p
0.1149,1.4103,m
-0.747,-0.5095,m
0.6287,-0.6168,m
0.2263,-1.3846,p
-0.3254,0.9686,m
-1.0596,-1.5428,p
-0.3503,2.0653,p
1.2108,-0.8734,m
-0.4994,-1.3118,p
-0.0303,2.1116,p
-0.0615,0.2986,m
0.4753,-0.3807,m
-1.8634,-1.7789,m
1.8476,-0.3768,p
1.2211,1.4783,m
-1.5554,-1.0965,m
-0.0203,1.924,m
0.0885,-1.2212,p
0.6042,0.555,p
0.6667,-1.0111,m
-0.2972,-0.4667,m
0.6271,-0.0629,m
-1.4229,1.1343,p
-0.918,1.1332,p
-0.0232,-1.2362,p
-1.553,-0.1324,m
-0.7835,-0.0065,m
0.0271,1.8306,m
-0.2616,1.7077,m
1.0844,0.1477,m
-0.223,-1.2827,p
-1.0733,1.164,p
-0.3413,0.0621,m
0.6519,-0.6461,m
0.5213,0.3754,m
0.5345,1.991,p
-1.1772,0.4219,m
-0.1132,2.1326,m
0.5909,-0.4267,m
0.1365,-0.8621,p
-1.3598,0.8867,p
1.6335,0.0545,p
2.0028,1.2838,m
1.7476,0.016,p
2.1668,1.4483,m
-0.6983,-1.263,p
1.2185,-0.3614,m
0.287,-1.4476,p
-0.7492,0.0101,m
-1.059,1.489,p
-0.7794,-1.0398,p
-1.2792,-1.1664,m
-0.4301,-1.399,p
0.5139,1.2692,p
0.9013,-0.9523,m
-0.7688,-1.4617,p
-0.5271,0.8867,p
0.1386,-0.8032,m
0.8453,0.7664,p
0.3134,0.1886,m
0.0328,1.2171,p
1.8044,1.3171,m
1.0606,-0.2321,p
-1.6021,0.7882,p
0.4864,0.2448,m
0.8744,-0.7687,m
0.0692,-0.8276,p
0.8749,-1.4685,m
-1.4636,-0.909,m
0.5337,-0.7632,m
-0.1353,-1.1007,p
0.4489,-0.0489,m
-0.0911,-0.0844,m
0.0524,-0.8527,p
-0.6872,1.012,p
0.6173,-0.0096,m
-0.0275,-1.4151,p
0.6003,-0.3802,m
-1.0316,1.1814,p
-0.6695,-0.55,m
-0.274,0.4891,m
0.9415,-0.2539,m
1.0197,0.9969,p
0.3806,1.5524,p
0.913,-1.5953,m
0.5889,0.5573,m
0.7498,1.635,m
0.0951,-1.3871,p
-0.8532,-1.1748,p
-0.921,-1.1882,p
0.51,-1.1463,p
-0.9142,0.3167,m
1.2266,-1.1978,m
-1.7946,-0.9805,m
0.4049,-0.5551,m
-0.0715,1.4123,p
